City/Town,Ward,Pct,Obama/ Biden,Romney/ Ryan,Total Votes Cast,pop by share of vote
New Bedford,1,C,789,334,1149,3245.906222142984
New Bedford,1,D,733,431,1197,3381.5054376894277
New Bedford,1,E,819,315,1150,3248.7312058002017
New Bedford,1,F,805,388,1227,3466.254947405955
New Bedford,2,A,280,55,340,960.4944434539728
New Bedford,2,B,509,137,663,1872.9641647352469
New Bedford,2,C,474,126,612,1728.889998217151
New Bedford,2,D,590,206,820,2316.486598918405
New Bedford,2,E,693,251,969,2737.4091638438226
New Bedford,2,F,725,244,996,2813.683722588697
New Bedford,3,A,423,79,509,1437.9166815237415
New Bedford,3,B,586,101,717,2025.5132822249955
New Bedford,3,C,549,94,664,1875.7891483924645
New Bedford,3,D,675,155,844,2384.2862066916264
New Bedford,3,E,896,272,1201,3392.8053723182984
New Bedford,3,F,854,306,1177,3325.005764545076
New Bedford,4,A,679,33,731,2065.0630534260413
New Bedford,4,B,1017,119,1162,3282.6310096868124
New Bedford,4,C,901,166,1095,3093.3571046532356
New Bedford,4,D,720,151,908,2565.085160753551
New Bedford,4,E,674,200,902,2548.1352588102454
New Bedford,4,F,820,109,948,2678.084507042254
New Bedford,5,A,588,133,734,2073.5380043976943
New Bedford,5,B,818,190,1026,2898.4332323052236
New Bedford,5,C,731,215,964,2723.2842455577343
New Bedford,5,D,912,231,1185,3347.605633802817
New Bedford,5,E,985,446,1468,4147.076008795389
New Bedford,5,F,931,344,1301,3675.3037380400547
New Bedford,6,A,766,294,1108,3130.081892197064
New Bedford,6,B,698,238,965,2726.109229214952
New Bedford,6,C,428,80,519,1466.1665180959171
New Bedford,6,D,410,75,495,1398.3669103226957
New Bedford,6,E,520,89,625,1765.6147857609794
New Bedford,6,F,636,161,811,2291.061746003447
New Braintree,-,1,284,257,560,999.0
New Marlborough,-,1,573,240,842,1509.0
New Salem,-,1,381,205,608,990.0
Newbury,-,1,1211,980,2245,3339.694264673064
Newbury,-,2,1080,1124,2236,3326.305735326936
Newburyport,1,P,270,191,466,733.6035433426738
Newburyport,1,1,970,462,1470,2314.157100244057
Newburyport,2,1,1300,499,1829,2879.3151947934557
Newburyport,3,1,1187,611,1833,2885.6122209165687
Newburyport,4,1,1222,744,2007,3159.5328572719877
Newburyport,5,1,854,767,1659,2611.6915845611497
Newburyport,6,1,991,789,1799,2832.0874988701075
Newton,1,1,867,423,1327,2499.6956262029603
Newton,1,2,1055,341,1432,2697.4861618105797
Newton,1,3,1038,276,1350,2543.0211720979623
Newton,1,4,815,501,1356,2554.3234884183976
Newton,2,1,996,402,1431,2695.6024424238403
Newton,2,2,817,260,1100,2072.0913254131547
Newton,2,3,1275,356,1671,3147.695095241256
Newton,2,4,1277,346,1655,3117.555585053428
Newton,3,1,1071,446,1561,2940.4859626999405
Newton,3,2,1098,386,1502,2829.3465188823257
Newton,3,3,939,460,1448,2727.625671998407
Newton,3,4,978,444,1443,2718.2070750647113
Newton,4,1,929,379,1333,2510.9979425233955
Newton,4,2,974,253,1256,2365.951549744475
Newton,4,3,736,247,997,1878.0682285790137
Newton,4,4,920,385,1338,2520.416539457092
Newton,5,1,923,351,1302,2452.602641534479
Newton,5,2,1131,263,1413,2661.695493462534
Newton,5,3,1331,418,1774,3341.7181920753965
Newton,5,4,1340,407,1774,3341.7181920753965
Newton,6,1,942,370,1353,2548.67233025818
Newton,6,2,1195,319,1537,2895.2766974181986
Newton,6,3,1349,246,1627,3064.8114422247295
Newton,6,4,1328,350,1724,3247.532222738435
Newton,7,1,916,460,1400,2637.2071414349243
Newton,7,2,1249,501,1780,3353.020508395832
Newton,7,3,578,215,812,1529.5801420322562
Newton,7,4,490,262,762,1435.3941726952942
Newton,8,1,975,615,1626,3062.92772283799
Newton,8,2,876,651,1555,2929.183646379505
Newton,8,3,1043,507,1583,2981.9277892082036
Newton,8,4,648,314,979,1844.1612796177076
Norfolk,-,1,540,700,1263,2469.900888346978
Norfolk,-,2,1033,1305,2386,4666.020205539105
Norfolk,-,3,860,1198,2092,4091.078906113917
North Adams,1,1,886,255,1175,2771.794871794872
North Adams,2,2,872,209,1123,2649.128205128205
North Adams,3,3,786,168,1006,2373.1282051282055
North Adams,4,4,991,329,1348,3179.897435897436
North Adams,5,5,930,191,1159,2734.051282051282
North Andover,-,1,934,766,1721,3180.1989180733885
North Andover,-,2,1021,986,2054,3795.5424623606855
North Andover,-,3,969,894,1891,3494.3382650068434
North Andover,-,4,992,1165,2193,4052.397575441569
North Andover,-,5,657,729,1406,2598.1171869908103
North Andover,-,6,839,1352,2227,4115.22544482826
North Andover,-,7,873,956,1845,3409.3358534836734
North Andover,-,8,788,1197,2006,3706.8442938147687
North Attleborough,-,1,653,550,1232,2467.6096267875832
North Attleborough,-,2,763,829,1641,3286.8079525636554
North Attleborough,-,3,659,1013,1706,3416.998395535403
North Attleborough,-,4,706,546,1303,2609.8176491105683
North Attleborough,-,5,723,690,1449,2902.245413324032
North Attleborough,-,6,770,901,1713,3431.0189047785143
North Attleborough,-,7,889,1027,1954,3913.725008719917
North Attleborough,-,8,733,933,1691,3386.954447157307
North Attleborough,-,9,755,870,1646,3296.8226020230204
North Brookfield,-,1,1051,1273,2386,4680.0
North Reading,-,1,928,1274,2250,3805.8836892321674
North Reading,-,2,1013,998,2051,3469.2744207178557
North Reading,-,3,1017,1148,2219,3753.4470695138575
North Reading,-,4,1031,1222,2284,3863.3948205361203
Northampton,1,A,759,98,927,1611.0624581481707
Northampton,1,B,1108,223,1402,2436.579898946856
Northampton,2,A,1127,90,1278,2221.076398612041
Northampton,2,B,695,37,800,1390.345163450417
Northampton,3,A,1068,131,1316,2287.117793875936
Northampton,3,B,1000,101,1220,2120.276374261886
Northampton,4,A,833,69,970,1685.7935106836305
Northampton,4,B,921,112,1115,1937.7935715590188
Northampton,5,A,883,139,1083,1882.1797650210021
Northampton,5,B,982,151,1204,2092.469470992877
Northampton,6,A,955,273,1279,2222.814330066354
Northampton,6,B,976,292,1320,2294.0695196931883
Northampton,7,A,1006,222,1271,2208.91087843185
Northampton,7,B,946,244,1242,2158.5108662567723
Northborough,-,1,1133,991,2171,3611.105170387779
Northborough,-,2,1066,908,2038,3389.8813160987074
Northborough,-,3,1154,990,2198,3656.015276145711
Northborough,-,4,1045,990,2103,3497.9982373678026
Northbridge,-,1,892,984,1926,3914.048647949282
Northbridge,-,2,909,963,1911,3883.5654030275587
Northbridge,-,3,781,897,1728,3511.6698149825334
Northbridge,-,4,863,1265,2164,4397.7161340406265
Northfield,-,1,1115,474,1638,3032.0
Norton,-,1,960,1008,2011,4192.2818490524705
Norton,-,2,927,1034,2008,4186.02782341987
Norton,-,3,1104,849,1990,4148.503669624274
Norton,-,4,928,964,1931,4025.5078321831525
Norton,-,5,556,602,1189,2478.678825720232
Norwell,-,1,910,1124,2078,3353.528110599078
Norwell,-,2,896,1291,2210,3566.552995391705
Norwell,-,3,923,1273,2222,3585.9188940092163
Norwood,-,1,987,748,1776,3400.077108433735
Norwood,-,2,942,703,1671,3199.0590361445784
Norwood,-,3,962,733,1734,3319.6698795180723
Norwood,-,4,957,941,1941,3715.9626506024097
Norwood,-,5,781,437,1246,2385.4144578313253
Norwood,-,6,763,551,1346,2576.860240963855
Norwood,-,7,876,669,1577,3019.1
Norwood,-,8,1078,696,1815,3474.740963855422
Norwood,-,9,889,911,1834,3511.115662650602
Oak Bluffs,-,1,1969,796,2808,4527.0
Oakham,-,1,509,609,1152,1902.0
Orange,-,1,867,660,1593,3819.9837870908536
Orange,-,2,951,665,1676,4019.016212909147
Orleans,-,1,2530,1943,4548,5890.0
Otis,-,1,489,312,834,1612.0
Oxford,-,1,796,862,1691,3543.010698456366
Oxford,-,2,740,791,1572,3293.6799633195783
Oxford,-,3,833,822,1696,3553.486779764634
Oxford,-,4,757,788,1584,3318.8225584594225
Palmer,-,1,731,592,1359,2911.800211789622
Palmer,-,1A,95,78,181,387.8115072361455
Palmer,-,2,775,730,1554,3329.6081891987296
Palmer,-,3,682,477,1195,2560.4129897635016
Palmer,-,4,735,591,1377,2950.3671020120014
Paxton,-,1,1124,1362,2560,4806.0
Peabody,1,1,920,622,1575,2976.852227467178
Peabody,1,2,881,870,1780,3364.315533264493
Peabody,1,3,909,746,1675,3165.858718100015
Peabody,2,1,746,302,1066,2014.809190146039
Peabody,2,2,706,314,1053,1990.2383463637705
Peabody,2,3,768,595,1403,2651.761063578699
Peabody,3,1,674,229,928,1753.9802330727246
Peabody,3,2,831,380,1236,2336.1202242218615
Peabody,3,3,833,546,1404,2653.651128485027
Peabody,4,1,912,629,1572,2971.182032748193
Peabody,4,2,720,611,1343,2538.357169198997
Peabody,4,3,468,351,835,1578.2041967841865
Peabody,4,3A,766,564,1342,2536.4671042926684
Peabody,5,1,912,810,1751,3309.5036509809706
Peabody,5,2,767,647,1437,2716.023270393863
Peabody,5,3,777,696,1499,2833.207294586222
Peabody,6,1,803,944,1778,3360.535403451837
Peabody,6,2,828,884,1734,3277.3725475733886
Peabody,6,3,806,882,1705,3222.560665289866
Pelham,-,1,728,132,894,1321.0
Pembroke,-,1,972,1105,2109,3822.602682654202
Pembroke,-,2,936,949,1920,3480.0365816482063
Pembroke,-,3,964,945,1951,3536.2246722894015
Pembroke,-,4,889,1010,1936,3509.0368864952748
Pembroke,-,5,822,1070,1925,3489.099176912915
Pepperell,-,1,950,1157,2158,3800.632046568627
Pepperell,-,2,1037,1152,2248,3959.138480392157
Pepperell,-,3,949,1117,2122,3737.229473039216
Peru,-,1,324,136,475,847.0
Petersham,-,1,451,338,822,1234.0
Phillipston,-,1,464,469,955,1682.0
Pittsfield,1,A,906,227,1168,2588.951890204628
Pittsfield,1,B,1135,307,1467,3251.705841549819
Pittsfield,2,A,664,75,771,1708.974235742952
Pittsfield,2,B,1180,272,1481,3282.7377991378885
Pittsfield,3,A,1298,319,1652,3661.770995392162
Pittsfield,3,B,1455,372,1878,4162.715453599564
Pittsfield,4,A,1262,397,1695,3757.083436555517
Pittsfield,4,B,1427,566,2033,4506.283555467473
Pittsfield,5,A,1108,217,1373,3043.3484120299263
Pittsfield,5,B,1176,302,1515,3358.101124708913
Pittsfield,6,A,1209,316,1553,3442.33072387653
Pittsfield,6,B,799,217,1040,2305.2311351137096
Pittsfield,7,A,816,182,1020,2260.899767130754
Pittsfield,7,B,1213,288,1537,3406.865629490165
Plainfield,-,1,287,83,392,648.0
Plainville,-,1,742,734,1521,2800.7005347593586
Plainville,-,2,671,720,1426,2625.7718360071303
Plainville,-,3,674,827,1541,2837.5276292335116
Plymouth,-,1,864,593,1499,2810.1833272467716
Plymouth,-,2,1094,817,1947,3650.0513263171874
Plymouth,-,3,981,682,1702,3190.7485143255535
Plymouth,-,4,975,802,1804,3381.968460542479
Plymouth,-,5,1056,1127,2208,4139.349423989907
Plymouth,-,6,1122,908,2066,3873.141263570267
Plymouth,-,7,1029,932,2004,3756.9095315560576
Plymouth,-,8,1055,1083,2184,4094.3564954682784
Plymouth,-,9,819,845,1701,3188.8738089704857
Plymouth,-,10,676,660,1368,2564.5969257328775
Plymouth,-,11,1140,1176,2357,4418.680521895023
Plymouth,-,12,955,1056,2051,3845.020683244248
Plymouth,-,13,1061,955,2055,3852.51950466452
Plymouth,-,14,940,1085,2055,3852.51950466452
Plymouth,-,15,1466,1626,3120,5849.080707811826
Plympton,-,1,780,930,1752,2820.0
Princeton,-,1,1115,1149,2330,3413.0
Provincetown,-,1,2121,210,2390,2942.0
Quincy,1,1,785,464,1271,2886.1653049170645
Quincy,1,2,758,303,1090,2475.1535659792294
Quincy,1,3,890,497,1429,3244.9490328296497
Quincy,1,4,927,774,1741,3953.433356302604
Quincy,1,5,1031,766,1848,4196.4071467244175
Quincy,2,1,835,474,1354,3074.6403012255746
Quincy,2,2,894,438,1364,3097.348132106118
Quincy,2,3,450,172,628,1426.0517792981248
Quincy,2,3A,72,81,158,358.7837279125855
Quincy,2,4,716,358,1103,2504.6737461239354
Quincy,2,5,895,486,1422,3229.053551213269
Quincy,3,1,942,550,1524,3460.6734261948122
Quincy,3,2,841,486,1363,3095.0773490180636
Quincy,3,3,663,317,1004,2279.8662204065563
Quincy,3,4,897,693,1610,3655.9607717674853
Quincy,3,5,708,310,1048,2379.780676280947
Quincy,4,1,802,478,1312,2979.267411527292
Quincy,4,2,930,620,1579,3585.566496037801
Quincy,4,3,840,749,1609,3653.6899886794313
Quincy,4,4,777,299,1102,2502.4029630358814
Quincy,4,5,824,408,1270,2883.89452182901
Quincy,5,1,810,364,1213,2754.459885809913
Quincy,5,2,837,388,1249,2836.208076979869
Quincy,5,3,923,534,1498,3401.6330659053992
Quincy,5,4,751,498,1285,2917.9562681498255
Quincy,5,5,881,590,1495,3394.8207166412362
Quincy,6,1,822,435,1274,2892.977654181228
Quincy,6,2,636,310,968,2198.1180292366
Quincy,6,3,923,716,1669,3789.936973962691
Quincy,6,4,827,372,1233,2799.8755475709995
Quincy,6,5,962,920,1921,4362.174312152384
Randolph,-,1,967,304,1287,2720.567704561912
Randolph,-,2,952,221,1183,2500.7238496478176
Randolph,-,3,899,277,1185,2504.9516160884737
Randolph,-,4,997,316,1331,2813.578566256336
Randolph,-,5,861,302,1179,2492.2683167665064
Randolph,-,6,843,256,1113,2352.75202422487
Randolph,-,7,964,325,1302,2752.275952866829
Randolph,-,8,1055,258,1346,2845.2868145612533
Randolph,-,9,983,223,1217,2572.5958791389635
Randolph,-,10,990,337,1338,2828.375748798631
Randolph,-,11,990,358,1373,2902.3616615101046
Randolph,-,12,940,375,1337,2826.261865578303
Raynham,-,1,699,810,1530,2918.4706385404793
Raynham,-,1A,128,123,260,495.9492588369441
Raynham,-,2,683,819,1537,2931.823118586089
Raynham,-,2A,110,195,309,589.4166191562143
Raynham,-,3,792,882,1704,3250.375142531357
Raynham,-,4,810,829,1676,3196.9652223489165
Reading,-,1,1008,1076,2122,3634.629983388704
Reading,-,2,984,776,1797,3077.9595099667777
Reading,-,3,907,827,1755,3006.020556478405
Reading,-,4,927,866,1818,3113.9289867109637
Reading,-,5,1014,703,1760,3014.5847176079733
Reading,-,6,769,620,1411,2416.8062707641197
Reading,-,7,1053,890,1977,3386.2693106312295
Reading,-,8,853,925,1808,3096.8006644518273
Rehoboth,-,1,897,1074,2035,3724.7366761274047
Rehoboth,-,2,1013,1077,2155,3944.377168085777
Rehoboth,-,3,1004,1096,2152,3938.886155786818
Revere,1,1,749,343,1123,3226.4275008326854
Revere,1,2,643,271,941,2703.533640501832
Revere,1,3,648,282,962,2763.8675474630845
Revere,2,1,512,165,691,1985.272843344066
Revere,2,2,495,161,677,1945.0502387032307
Revere,2,3,283,45,335,962.4694681914067
Revere,2,3A,100,42,149,428.0834351060286
Revere,3,1,595,373,990,2844.312756744754
Revere,3,2,668,290,984,2827.0744976129677
Revere,3,3,658,317,995,2858.6779726879095
Revere,4,1,680,373,1073,3082.775341401132
Revere,4,2,664,297,980,2815.5823248584434
Revere,4,3,752,436,1213,3485.001387809482
Revere,5,1,524,362,915,2628.834517597424
Revere,5,1A,355,204,574,1649.126790274231
Revere,5,2,323,178,512,1470.998112579105
Revere,5,2A,329,91,425,1221.0433551682024
Revere,5,3,653,349,1022,2936.250138780948
Revere,6,1,675,535,1230,3533.8431220162097
Revere,6,2,772,576,1382,3970.545686688132
Revere,6,3,587,231,841,2416.229321638725
Richmond,-,1,702,228,945,1475.0
Rochester,-,1,1366,1704,3146,5232.0
Rockland,-,1,813,686,1539,3047.850866266561
Rockland,-,2,865,756,1647,3261.735137583513
Rockland,-,3,629,496,1151,2279.4518174612163
Rockland,-,4,746,571,1343,2659.690522024686
Rockland,-,5,819,733,1579,3127.0672630506174
Rockland,-,6,725,809,1572,3113.2043936134073
Rockport,-,1,806,409,1244,1811.5391705069126
Rockport,-,2,994,542,1606,2338.691244239631
Rockport,-,3,1182,720,1924,2801.769585253456
Rowe,-,1,140,92,243,393.0
Rowley,-,1,1596,1935,3594,5856.0
Royalston,-,1,225,170,408,757.0265486725664
Royalston,-,2,166,97,270,500.9734513274336
Russell,-,1,388,386,797,1775.0
Rutland,-,1,653,791,1477,2608.2217054263565
Rutland,-,2,659,843,1536,2712.4093023255814
Rutland,-,3,763,698,1502,2652.368992248062
Salem,1,1,1179,482,1704,3549.3203002972737
Salem,1,2,703,45,761,1585.1131153322922
Salem,2,1,1160,400,1605,3343.1097898926787
Salem,2,2,1288,383,1733,3609.7253993046806
Salem,3,1,920,322,1268,2641.1608807376433
Salem,3,2,881,462,1370,2853.620194487832
Salem,4,1,874,474,1375,2864.034866730488
Salem,4,2,839,603,1460,3041.084294855646
Salem,5,1,1081,431,1551,3230.631329671991
Salem,5,2,906,275,1216,2532.848289414017
Salem,6,1,1026,519,1604,3341.026855444148
Salem,6,2,854,408,1316,2741.141734267144
Salem,7,1,975,425,1444,3007.7573436791454
Salem,7,2,919,496,1440,2999.42560588502
Salisbury,-,1,793,600,1432,2749.47983310153
Salisbury,-,2,810,690,1531,2939.5625869262867
Salisbury,-,3,677,649,1351,2593.957579972184
Sandisfield,-,1,294,154,461,915.0
Sandwich,-,1,1242,1043,2314,3811.5001593371576
Sandwich,-,2,1078,1186,2290,3771.968610579987
Sandwich,-,3,928,1084,2048,3373.3588272785214
Sandwich,-,4,956,1074,2056,3386.536010197578
Sandwich,-,5,874,1051,1957,3223.4683715742513
Sandwich,-,6,767,1073,1887,3108.168021032505
Saugus,-,1,719,579,1323,2548.935967006729
Saugus,-,2,710,585,1318,2539.3028000868244
Saugus,-,3,714,626,1366,2631.7812025179073
Saugus,-,4,609,653,1280,2466.0907314955502
Saugus,-,5,706,775,1505,2899.583242891252
Saugus,-,6,727,589,1340,2581.688734534404
Saugus,-,7,650,815,1492,2874.537008899501
Saugus,-,8,767,635,1423,2741.599305404819
Saugus,-,9,723,764,1512,2913.069676579119
Saugus,-,10,665,569,1262,2431.411330583894
Savoy,-,1,241,103,359,692.0
Scituate,-,1,905,1020,1969,3109.2812853783853
Scituate,-,2,841,1042,1918,3028.746320647914
Scituate,-,3,951,917,1890,2984.5310458939302
Scituate,-,4,930,1031,1989,3140.8636244883737
Scituate,-,5,984,882,1904,3006.6386832709222
Scituate,-,6,971,805,1813,2862.939040320474
Seekonk,-,1,917,842,1810,3383.7629427792917
Seekonk,-,2,1020,953,2000,3738.9645776566763
Seekonk,-,3,871,747,1662,3107.079564032698
Seekonk,-,4,980,848,1868,3492.192915531335
Sharon,-,1,1424,709,2177,3687.3748797845737
Sharon,-,2,1189,765,1979,3352.0050009617235
Sharon,-,3,1380,812,2224,3766.982881323331
Sharon,-,4,1430,678,2146,3634.86747451433
Sharon,-,5,1141,701,1872,3170.7697634160413
Sheffield,-,1,1291,503,1842,3257.0
Shelburne,-,1,873,226,1152,1893.0
Sherborn,-,1,1452,1182,2689,4119.0
Shirley,-,1,1554,1483,3146,7211.0
Shrewsbury,-,1,1097,1050,2190,4272.023666045799
Shrewsbury,-,2,1012,730,1785,3481.9918921880135
Shrewsbury,-,3,899,562,1490,2906.536649501479
Shrewsbury,-,4,933,754,1725,3364.950147912786
Shrewsbury,-,5,902,681,1610,3140.6201380519337
Shrewsbury,-,6,1140,794,1973,3848.722690917059
Shrewsbury,-,7,995,1182,2203,4297.382710638764
Shrewsbury,-,8,1079,1055,2156,4205.700010956502
Shrewsbury,-,9,726,571,1318,2571.016982579161
Shrewsbury,-,10,971,801,1804,3519.0551112085022
Shutesbury,-,1,1028,156,1259,1771.0
Somerset,-,1,1251,782,2085,3747.677122501484
Somerset,-,2,1281,849,2188,3932.814169800119
Somerset,-,3,1302,733,2084,3745.8796754403324
Somerset,-,4,1184,665,1914,3440.313675044528
Somerset,-,5,1116,668,1835,3298.3153572135366
Somerville,1,1,896,179,1121,2392.7932938856015
Somerville,1,2,940,250,1251,2670.280473372781
Somerville,1,3,858,181,1095,2337.2958579881656
Somerville,2,1,1352,133,1573,3357.594871794872
Somerville,2,2,1679,195,2005,4279.706114398422
Somerville,2,3,1518,215,1812,3867.744378698225
Somerville,3,1,1392,175,1657,3536.8942800788955
Somerville,3,2,1468,257,1800,3842.130177514793
Somerville,3,3,1560,270,1946,4153.7696252465485
Somerville,4,1,947,265,1247,2661.7424063116373
Somerville,4,2,1043,193,1297,2768.468244575937
Somerville,4,3,1165,250,1490,3180.4299802761343
Somerville,5,1,1418,292,1794,3829.3230769230768
Somerville,5,2,1477,231,1805,3852.802761341223
Somerville,5,3,1725,263,2080,4439.794871794872
Somerville,6,1,1874,240,2227,4753.568836291914
Somerville,6,2,1731,242,2096,4473.947140039448
Somerville,6,3,1276,200,1563,3336.2497041420115
Somerville,7,1,1701,288,2069,4416.315187376726
Somerville,7,2,1456,215,1752,3739.6733727810647
Somerville,7,3,1377,351,1810,3863.475345167653
South Hadley,-,A,1146,553,1753,3442.318869828456
South Hadley,-,B,1121,721,1874,3679.923309788093
South Hadley,-,C,1135,857,2032,3990.183652875883
South Hadley,-,D,880,378,1295,2542.9566094853685
South Hadley,-,E,1155,764,1965,3858.6175580222002
Southampton,-,1,1866,1590,3556,5792.0
Southborough,-,1,1059,986,2080,3462.6487131412987
Southborough,-,2,907,930,1879,3128.036986534856
Southborough,-,3,990,875,1908,3176.314300323845
Southbridge,-,1,880,455,1375,3414.3212535274024
Southbridge,-,2,810,330,1161,2882.928709342046
