City/Town,Ward,Pct,Obama/ Biden,Romney/ Ryan,Total Votes Cast,pop by share of vote
Southbridge,-,3,859,530,1423,3533.512104559632
Southbridge,-,4,950,749,1736,4310.73577899896
Southbridge,-,5,785,231,1038,2577.5021535719593
Southwick,-,1,685,1113,1852,3563.731065208586
Southwick,-,2,643,763,1439,2769.011340623734
Southwick,-,3,722,896,1647,3169.257594167679
Spencer,-,1,659,690,1389,2912.041614349776
Spencer,-,2,586,602,1224,2566.118744394619
Spencer,-,3,673,752,1483,3109.112825112107
Spencer,-,4,699,741,1479,3100.7268161434977
Springfield,1,A,779,9,799,2193.9066788655077
Springfield,1,B,747,30,790,2169.1943383025673
Springfield,1,C,560,30,611,1677.6933426618589
Springfield,1,D,614,50,678,1861.6629890748613
Springfield,1,E,765,40,819,2248.822991227598
Springfield,1,F,607,39,662,1817.729939185189
Springfield,1,G,682,69,768,2108.786394704268
Springfield,1,H,639,56,711,1952.2749044723105
Springfield,2,A,640,78,737,2023.6661105430278
Springfield,2,B,839,222,1081,2968.226683170981
Springfield,2,C,730,114,872,2394.3512189871376
Springfield,2,D,727,190,954,2619.5080996717074
Springfield,2,E,731,230,998,2740.3239868683063
Springfield,2,F,775,151,948,2603.033205963081
Springfield,2,G,818,283,1128,3097.280017221893
Springfield,2,H,738,210,967,2655.2037027070664
Springfield,3,A,617,69,709,1946.7832732361014
Springfield,3,B,562,36,620,1702.4056832247995
Springfield,3,C,463,47,519,1425.0783057962435
Springfield,3,D,571,29,612,1680.4391582799635
Springfield,3,E,504,41,554,1521.1818524299015
Springfield,3,F,513,91,613,1683.184973898068
Springfield,3,G,465,48,527,1447.0448307410795
Springfield,3,H,567,79,668,1834.2048328938163
Springfield,4,A,801,73,886,2432.792637640601
Springfield,4,B,875,36,921,2528.8961842742588
Springfield,4,C,700,12,724,1987.970507507669
Springfield,4,D,718,25,749,2056.615897960282
Springfield,4,E,703,21,739,2029.1577417792366
Springfield,4,F,257,29,294,807.2697917227275
Springfield,4,G,872,42,925,2539.8794467466764
Springfield,4,H,761,18,787,2160.9568914482534
Springfield,5,A,759,63,843,2314.722566062106
Springfield,5,B,812,146,981,2693.6451213605296
Springfield,5,C,710,199,919,2523.4045530380495
Springfield,5,D,765,366,1168,3207.112641946074
Springfield,5,E,929,178,1130,3102.7716484581024
Springfield,5,F,779,214,1027,2819.952639793337
Springfield,5,G,750,421,1201,3297.724557343523
Springfield,5,H,656,306,983,2699.136752596739
Springfield,6,A,605,133,761,2089.5656853775363
Springfield,6,B,688,262,985,2704.6283838329473
Springfield,6,C,676,228,932,2559.1001560734085
Springfield,6,D,738,400,1165,3198.8751950917604
Springfield,6,E,588,120,736,2020.9202949249234
Springfield,6,F,600,111,735,2018.1744793068187
Springfield,6,G,615,180,816,2240.585544373285
Springfield,6,H,699,347,1086,2981.9557612615035
Springfield,7,A,697,358,1079,2962.735051934772
Springfield,7,B,812,479,1334,3662.9180345514233
Springfield,7,C,781,450,1264,3470.7109412841073
Springfield,7,D,718,369,1132,3108.2632796943117
Springfield,7,E,728,174,921,2528.8961842742588
Springfield,7,F,781,487,1287,3533.864700500511
Springfield,7,G,793,515,1343,3687.630375114364
Springfield,7,H,397,196,603,1655.7268177170229
Springfield,8,A,706,238,964,2646.966255852753
Springfield,8,B,737,164,916,2515.1671061837365
Springfield,8,C,836,124,970,2663.4411495613795
Springfield,8,D,499,81,599,1644.7435552446045
Springfield,8,E,500,154,690,1894.6127764921157
Springfield,8,F,688,200,914,2509.675474947527
Springfield,8,G,730,237,996,2734.8323556320975
Springfield,8,H,757,118,893,2452.013346967332
Sterling,-,1,1047,1317,2428,3914.479454883337
Sterling,-,2,1003,1362,2415,3893.520545116663
Stockbridge,-,1,945,226,1217,1947.0
Stoneham,-,1,988,659,1677,2870.2474251497006
Stoneham,-,2,1068,749,1845,3157.785628742515
Stoneham,-,3,1063,889,1988,3402.5354091816366
Stoneham,-,4,836,803,1666,2851.4205189620757
Stoneham,-,5,900,936,1873,3205.708662674651
Stoneham,-,6,918,826,1775,3037.9780439121755
Stoneham,-,7,923,747,1701,2911.324311377246
Stoughton,-,1,1147,706,1889,3640.8047751804993
Stoughton,-,2,997,705,1741,3355.553792265351
Stoughton,-,3,991,707,1730,3334.3527056973335
Stoughton,-,4,1055,1010,2103,4053.262277503753
Stoughton,-,5,906,588,1519,2927.67731789263
Stoughton,-,6,1263,837,2132,4109.156051183072
Stoughton,-,7,958,586,1583,3051.0290942883694
Stoughton,-,8,802,455,1292,2490.163985988991
Stow,-,1,1216,1020,2287,3514.7691231343283
Stow,-,2,1138,815,2001,3075.2308768656717
Sturbridge,-,1,870,810,1729,3024.6077765194414
Sturbridge,-,2,837,977,1864,3260.7685919214796
Sturbridge,-,3,827,837,1705,2982.623631559079
Sudbury,-,1,898,715,1629,2693.7457627118647
Sudbury,-,1A,299,315,622,1028.5511752036707
Sudbury,-,2,1211,801,2044,3379.997752598558
Sudbury,-,3,1199,917,2144,3545.35967787246
Sudbury,-,4,1296,798,2135,3530.477104597809
Sudbury,-,5,1230,841,2105,3480.8685270156384
Sunderland,-,1,1366,404,1877,3684.0
Sutton,-,1,766,1126,1934,3208.89337282488
Sutton,-,2,707,1018,1771,2938.4437245464646
Sutton,-,3,716,953,1697,2815.6629026286564
Swampscott,-,1,760,522,1312,2179.3426506024093
Swampscott,-,2,847,512,1390,2308.907228915663
Swampscott,-,3,804,408,1238,2056.422409638554
Swampscott,-,4,858,549,1426,2368.706265060241
Swampscott,-,5,799,559,1384,2298.940722891566
Swampscott,-,6,868,659,1550,2574.6807228915663
Swansea,-,1,873,722,1620,3235.309667673716
Swansea,-,2,945,610,1594,3183.3849446122863
Swansea,-,3,951,569,1551,3097.509441087613
Swansea,-,4,907,685,1613,3221.3299345417927
Swansea,-,5,840,691,1566,3127.466012084592
Taunton,1,A,821,433,1290,3102.3742090991263
Taunton,1,B,891,753,1684,4049.92106056041
Taunton,2,A,629,192,841,2022.5555890328415
Taunton,2,B,762,372,1169,2811.376318168123
Taunton,3,A,919,502,1456,3501.5944561614942
Taunton,3,B,1026,651,1710,4112.449532991865
Taunton,4,A,879,751,1672,4021.061765592046
Taunton,4,B,853,619,1504,3617.0316360349507
Taunton,5,A,733,391,1152,2770.4923169629405
Taunton,5,B,842,353,1218,2929.218439288942
Taunton,6,A,681,347,1050,2525.1883097318473
Taunton,6,B,907,450,1394,3352.488098824947
Taunton,7,A,1039,682,1753,4215.862006628503
Taunton,7,B,906,875,1816,4367.3733052124135
Taunton,8,A,910,764,1716,4126.879180476047
Taunton,8,B,971,790,1808,4348.133775233504
Templeton,-,A,611,709,1357,2850.9808599895123
Templeton,-,B,637,596,1269,2666.0977975878345
Templeton,-,C,612,552,1188,2495.9213424226537
Tewksbury,-,1,898,999,1925,3428.8655513869244
Tewksbury,-,1A,942,1121,2094,3729.8932283658282
Tewksbury,-,2,969,964,1975,3517.926994280091
Tewksbury,-,2A,841,915,1802,3209.7744018697335
Tewksbury,-,3,1013,1223,2277,4055.8581093548187
Tewksbury,-,3A,939,1142,2115,3767.299034380959
Tewksbury,-,4,945,1030,2020,3598.0822928839416
Tewksbury,-,4A,1031,966,2051,3653.300387477704
Tisbury,-,1,1845,595,2523,3949.0
Tolland,-,1,110,155,279,485.0
Topsfield,-,1,1801,2164,4092,6085.0
Townsend,-,1,664,941,1653,2977.134382566586
Townsend,-,2,703,848,1593,2869.071428571429
Townsend,-,3,721,939,1710,3079.7941888619853
Truro,-,1,1043,399,1476,2003.0
Tyngsborough,-,1,731,816,1578,2812.7507498026835
Tyngsborough,-,2,701,849,1584,2823.445619573796
Tyngsborough,-,3,724,782,1542,2748.5815311760066
Tyngsborough,-,4,684,916,1631,2907.222099447514
Tyringham,-,1,173,85,261,327.0
Upton,-,1,1056,1045,2160,3840.3394625176807
Upton,-,2,939,1097,2082,3701.66053748232
Uxbridge,-,1,802,1005,1845,3437.8517031293272
Uxbridge,-,2,931,805,1783,3322.3249792301303
Uxbridge,-,3,733,977,1748,3257.108280254777
Uxbridge,-,4,855,941,1846,3439.7150373857658
Wakefield,-,1,1043,1099,2181,3719.590396059922
Wakefield,-,2,957,788,1788,3049.3478350092346
Wakefield,-,3,1052,965,2066,3523.4634379916547
Wakefield,-,4,1007,939,1988,3390.4381968670905
Wakefield,-,5,1231,1042,2307,3934.4773240303716
Wakefield,-,6,1188,961,2188,3731.528558724947
Wakefield,-,7,1037,1026,2101,3583.1542513167797
Wales,-,1,482,434,935,1838.0
Walpole,-,1,773,780,1579,2694.9251932213
Walpole,-,2,837,981,1858,3171.102602283202
Walpole,-,3,906,939,1878,3205.2371835779622
Walpole,-,4,846,833,1722,2938.987449478834
Walpole,-,5,689,840,1547,2640.3098631496846
Walpole,-,6,834,1014,1879,3206.9439126427
Walpole,-,7,765,1015,1809,3087.47287811104
Walpole,-,8,735,1064,1831,3125.020917535276
Waltham,1,1,1049,702,1798,4291.8127632770365
Waltham,1,2,1071,802,1900,4535.286012361718
Waltham,2,1,1132,641,1820,4344.326601314909
Waltham,2,2,874,368,1271,3033.867643006181
Waltham,3,1,1024,941,2002,4778.7592614464
Waltham,3,2,1049,732,1827,4361.035549781504
Waltham,4,1,1032,826,1881,4489.933152238101
Waltham,4,2,285,170,460,1098.016613519153
Waltham,5,1,971,617,1628,3886.0240148025673
Waltham,5,2,915,325,1274,3041.0286209204364
Waltham,6,1,970,415,1429,3411.0124798236293
Waltham,6,2,665,331,1029,2456.215424589583
Waltham,7,1,969,610,1615,3854.9931105074606
Waltham,7,2,562,152,745,1778.3095153734105
Waltham,8,1,879,278,1200,2864.3911657021376
Waltham,8,2,1039,433,1524,3637.776780441715
Waltham,9,1,658,270,957,2284.351954647455
Waltham,9,2,762,243,1041,2484.8593362466045
Ware,-,A,780,444,1263,2898.9388514299
Ware,-,B,701,583,1322,3034.360381306673
Ware,-,C,912,762,1716,3938.7007672634268
Wareham,-,1,1020,709,1767,3513.0716107871717
Wareham,-,2,1098,771,1902,3781.472667638484
Wareham,-,3,1071,815,1931,3839.129190962099
Wareham,-,4,988,775,1794,3566.751822157434
Wareham,-,5,1036,869,1945,3866.963374635569
Wareham,-,6,885,711,1637,3254.611333819242
Warren,-,A,864,778,1723,3800.517611683849
Warren,-,B,355,224,605,1334.4823883161514
Warwick,-,1,334,109,458,780.0
Washington,-,1,239,69,320,538.0
Watertown,-,1,848,343,1217,2303.3004210401473
Watertown,-,2,990,292,1321,2500.1313526655995
Watertown,-,3,1133,329,1512,2861.618929016189
Watertown,-,4,1227,333,1598,3024.382968629544
Watertown,-,5,1000,308,1350,2555.0169009073115
Watertown,-,6,905,314,1263,2390.360256182174
Watertown,-,7,1087,483,1609,3045.201624859159
Watertown,-,8,1086,468,1591,3011.1347328470615
Watertown,-,9,842,312,1182,2237.059242127735
Watertown,-,10,1012,506,1550,2933.5379232639507
Watertown,-,11,903,451,1378,2608.0098440372412
Watertown,-,12,879,387,1292,2445.2458044238865
Wayland,-,1,1333,747,2118,3311.8281588447653
Wayland,-,2,1314,660,2031,3175.789891696751
Wayland,-,3,1247,640,1925,3010.0421179302048
Wayland,-,4,1276,929,2236,3496.3398315282793
Webster,-,1,658,501,1186,2940.795918367347
Webster,-,2,498,330,850,2107.6530612244896
Webster,-,3,637,560,1244,3084.6122448979595
Webster,-,4,868,1051,1956,4850.081632653061
Webster,-,5,815,674,1526,3783.8571428571427
Wellesley,-,A,1145,794,2002,3690.136618141097
Wellesley,-,B,1343,801,2196,4047.72228443449
Wellesley,-,C,879,1290,2216,4084.586786114222
Wellesley,-,D,1316,833,2199,4053.25195968645
Wellesley,-,E,1089,776,1909,3518.716685330347
Wellesley,-,F,736,572,1345,2479.137737961926
Wellesley,-,G,934,292,1256,2315.0907054871222
Wellesley,-,H,1088,906,2058,3793.357222844345
Wellfleet,-,1,1569,619,2253,2750.0
Wendell,-,1,427,70,561,848.0
Wenham,-,1,1060,1266,2373,4875.0
West Boylston,-,1,935,872,1843,3353.2543297746147
West Boylston,-,2,1111,1219,2372,4315.745670225386
West Bridgewater,-,1,881,1109,2029,3517.8149912258714
West Bridgewater,-,2,854,1062,1960,3398.185008774129
West Brookfield,-,1,965,951,1962,3701.0
West Newbury,-,1,1390,1349,2797,4235.0
West Springfield,-,1,445,166,633,1549.935575679172
West Springfield,-,2,541,303,875,2142.485985338508
West Springfield,-,3,731,551,1309,3205.159034066408
West Springfield,-,4,906,613,1559,3817.297887020267
West Springfield,-,5,1030,1047,2109,5164.003363518758
West Springfield,-,6,952,935,1923,4708.572056921087
West Springfield,-,7,923,1069,2022,4950.979042690815
West Springfield,-,8,647,488,1165,2852.5670547649847
West Stockbridge,-,1,707,161,889,1306.0
West Tisbury,-,1,1573,373,1990,2740.0
Westborough,-,1,820,538,1404,2771.296100248461
Westborough,-,2,817,578,1435,2832.4856865075076
Westborough,-,3,1125,694,1887,3724.669331316841
Westborough,-,4,1159,963,2187,4316.826617694718
Westborough,-,5,1168,1124,2344,4626.722264232472
Westfield,1,A,839,822,1697,3879.639388038943
Westfield,1,B,827,675,1539,3518.4236995827537
Westfield,2,A,601,277,918,2098.708873435327
Westfield,2,B,751,526,1333,3047.471599443672
Westfield,3,A,540,295,872,1993.544812239221
Westfield,3,B,877,653,1568,3584.7227816411682
Westfield,4,A,660,385,1085,2480.5001390820585
Westfield,4,B,994,1013,2045,4675.228372739916
Westfield,5,A,933,997,1967,4496.906703755216
Westfield,5,B,798,1091,1928,4407.745869262865
Westfield,6,A,803,837,1694,3872.7808623087626
Westfield,6,B,658,647,1329,3038.326898470097
Westford,-,1,1089,1148,2289,3872.2132398273734
Westford,-,2,1029,1073,2150,3637.07228729963
Westford,-,3,1084,1149,2270,3840.071670776819
Westford,-,4,1121,977,2136,3613.389025893958
Westford,-,5,1078,1009,2143,3625.2306565967942
Westford,-,6,1005,953,1988,3363.0231196054256
Westhampton,-,1,639,385,1064,1607.0
Westminster,-,1,961,1061,2071,3496.674477958237
Westminster,-,2,986,1187,2239,3780.325522041763
Weston,-,1,974,790,1801,3018.0150297619048
Weston,-,2,843,755,1632,2734.8142857142857
Weston,-,3,764,763,1544,2587.3488095238095
Weston,-,4,849,869,1743,2920.821875
Westport,-,A,979,558,1578,2820.1007939247497
Westport,-,B,1045,854,1957,3497.42538257968
Westport,-,C,970,588,1595,2850.4821079277417
Westport,-,D,980,557,1569,2804.0165688643424
Westport,-,E,1121,829,1992,3559.975146703486
Westwood,-,1,1137,1187,2356,3772.5937123452736
Westwood,-,2,1178,1130,2359,3777.397524372878
Westwood,-,3,1157,1134,2323,3719.7517800416254
Westwood,-,4,921,1124,2091,3348.2569832402237
Weymouth,-,1,870,650,1554,2973.2856990280893
Weymouth,-,2,924,794,1753,3354.034639894621
Weymouth,-,3,875,838,1745,3338.728149809534
Weymouth,-,4,804,750,1575,3013.465235501442
Weymouth,-,5,806,526,1354,2590.623446900922
Weymouth,-,6,916,747,1708,3267.935633166008
Weymouth,-,7,778,665,1477,2825.96073195913
Weymouth,-,8,881,597,1507,2883.360069778205
Weymouth,-,9,896,782,1705,3262.1956993841004
Weymouth,-,10,751,485,1267,2424.1653672256043
Weymouth,-,11,848,678,1554,2973.2856990280893
Weymouth,-,12,888,807,1728,3306.201858378725
Weymouth,-,13,736,443,1203,2301.7134465449108
Weymouth,-,14,757,536,1320,2525.5708640393036
Weymouth,-,15,885,796,1713,3277.502189469187
Weymouth,-,16,911,869,1815,3472.6599380540424
Weymouth,-,17,760,537,1335,2554.2705329488413
Weymouth,-,18,880,862,1776,3398.0407988892453
Whately,-,1,627,301,964,1496.0
Whitman,-,1,988,961,2002,3869.144724556489
Whitman,-,2,816,920,1767,3414.9743897559024
Whitman,-,3,962,879,1894,3660.419634520475
Whitman,-,4,889,896,1834,3544.4612511671335
Wilbraham,-,A,939,1002,2008,3411.608555382961
Wilbraham,-,B,903,1049,2039,3464.2778109690526
Wilbraham,-,C,903,1092,2074,3523.7430995339946
Wilbraham,-,D,1001,1191,2248,3819.3705341139926
Williamsburg,-,1,1240,325,1634,2482.0
Williamstown,-,1,1157,300,1482,3016.122834645669
Williamstown,-,2,727,94,850,1729.8950131233596
Williamstown,-,3,1186,252,1478,3007.9821522309708
Wilmington,-,1,1046,1038,2128,3769.5469332698567
Wilmington,-,2,952,1061,2049,3629.606046179481
Wilmington,-,3,865,1060,1957,3466.636911846386
Wilmington,-,4,995,1155,2195,3888.230976751567
Wilmington,-,5,1052,1030,2133,3778.403951440133
Wilmington,-,6,994,1108,2141,3792.5751805125765
Winchendon,-,1,543,480,1057,2591.5496310402286
Winchendon,-,1A,193,132,340,833.6110449892883
Winchendon,-,2,705,704,1450,3555.1059271602
Winchendon,-,3,701,617,1354,3319.733396810283
Winchester,-,1,944,639,1626,2678.132388071203
Winchester,-,2,854,543,1430,2355.307081760037
Winchester,-,3,1140,636,1818,2994.3694228249983
Winchester,-,4,974,788,1791,2949.8985898127457
Winchester,-,5,784,838,1642,2704.485474300686
Winchester,-,6,756,895,1672,2753.897510980966
Winchester,-,7,883,778,1684,2773.6623256530784
Winchester,-,8,772,518,1314,2164.2472065962857
Windsor,-,1,385,127,528,899.0
Winthrop,-,1,940,662,1630,3170.3101378390397
Winthrop,-,2,792,675,1496,2909.6834148510447
Winthrop,-,3,924,532,1490,2898.013561582926
Winthrop,-,4,793,534,1349,2623.7720097821257
Winthrop,-,5,877,670,1583,3078.896287238773
Winthrop,-,6,913,505,1448,2816.3245887060916
Woburn,1,1,710,480,1215,2376.875705634815
Woburn,1,2,822,639,1488,2910.939135789798
Woburn,2,1,786,590,1397,2732.917992404803
Woburn,2,2,644,362,1036,2026.702247767628
Woburn,3,1,666,649,1344,2629.235348455301
Woburn,3,2,810,808,1642,3212.2056861336346
Woburn,4,1,787,751,1576,3083.09145027199
Woburn,4,2,768,509,1312,2566.634506825413
Woburn,5,1,809,595,1427,2791.606281432824
Woburn,5,2,804,713,1538,3008.7529508364983
Woburn,6,1,539,342,897,1754.7798419378016
Woburn,6,2,723,651,1398,2734.874268705737
Woburn,7,1,809,880,1716,3356.9701324027506
Woburn,7,2,708,761,1500,2934.4144514010063
Worcester,1,1,1246,747,2047,6005.689942957153
Worcester,1,2,1139,826,2007,5888.334008556428
Worcester,1,3,634,544,1202,3526.5458287418164
Worcester,1,4,1258,692,1994,5850.1933298761915
Worcester,1,5,1057,594,1701,4990.561110390873
Worcester,2,1,1074,651,1769,5190.066198872108
Worcester,2,2,1142,612,1799,5278.083149672651
Worcester,2,3,1001,631,1663,4879.072972710183
Worcester,2,4,1077,261,1363,3998.9034647047383
Worcester,2,5,874,96,982,2881.0881895378234
Worcester,3,1,881,382,1306,3831.671258183704
Worcester,3,2,351,95,473,1387.733924288585
Worcester,3,3,807,308,1142,3350.511927140727
Worcester,3,4,722,148,892,2617.0373371361898
Worcester,3,5,884,396,1314,3855.142445063849
Worcester,4,1,709,158,890,2611.1695404161537
Worcester,4,2,748,314,1105,3241.9576878200555
Worcester,4,3,733,113,865,2537.8220814157
Worcester,4,4,744,370,1135,3329.9746386206
Worcester,4,5,895,442,1372,4025.3085499449016
Worcester,5,1,722,222,976,2863.4847993777144
Worcester,5,2,874,427,1320,3872.7458352239582
Worcester,5,3,1028,698,1768,5187.132300512089
Worcester,5,4,917,589,1542,4524.071271147987
Worcester,5,5,958,507,1499,4397.913641667207
Worcester,6,1,613,121,748,2194.5559732935762
Worcester,6,2,715,214,950,2787.2034420172427
Worcester,6,3,760,247,1025,3007.2458190186035
Worcester,6,4,517,242,773,2267.90343229403
Worcester,6,5,811,368,1219,3576.422100862125
Worcester,7,1,1013,428,1473,4321.6322843067355
Worcester,7,2,749,275,1050,3080.5932780190574
Worcester,7,3,1010,422,1458,4277.623808906463
Worcester,7,4,860,389,1284,3767.1254942633045
Worcester,7,5,953,524,1510,4430.186523627406
Worcester,8,1,602,153,774,2270.837330654048
Worcester,8,2,535,96,644,1889.4305438516888
Worcester,8,3,697,77,820,2405.7966552148832
Worcester,8,4,802,171,1009,2960.3034452583133
Worcester,8,5,544,219,780,2288.440720814157
Worcester,9,1,1041,450,1544,4529.939067868024
Worcester,9,2,1048,443,1525,4474.194999027679
Worcester,9,3,812,439,1277,3746.5882057431772
Worcester,9,4,1145,669,1859,5454.117051273741
Worcester,9,5,1095,667,1795,5266.347556232579
Worcester,10,1,669,172,885,2596.5000486160625
Worcester,10,2,684,122,843,2473.2763174953006
Worcester,10,3,794,79,903,2649.3102190963896
Worcester,10,4,572,73,662,1942.2407143320152
Worcester,10,5,694,66,772,2264.969533934012
Worthington,-,1,481,208,730,1156.0
Wrentham,-,1,929,1146,2120,3647.651955395005
Wrentham,-,2,819,1312,2167,3728.5197110098948
Wrentham,-,3,970,1084,2080,3578.8283335950996
Yarmouth,-,1,1136,998,2163,3681.014162077105
Yarmouth,-,2,1171,1035,2255,3837.5806451612902
Yarmouth,-,3,860,694,1591,2707.5790715971675
Yarmouth,-,4,1056,909,2001,3405.3210070810387
Yarmouth,-,5,882,810,1719,2925.4107002360347
Yarmouth,-,6,924,826,1783,3034.3265145554683
Yarmouth,-,7,1169,1269,2469,4201.767899291896
