City/Town,Ward,Pct,Obama/ Biden,McCain/ Palin,Total Votes Cast,,,,,,
Rowley,-,1,"1,681","1,690","3,449",,,,,,
Royalston,-,1,248,160,424,,,,,,
Royalston,-,2,151,99,271,,,,,,
Russell,-,1,409,370,816,,,,,,
Rutland,-,1,"1,024","1,053","2,122",,,,,,
Rutland,-,2,"1,003","1,028","2,084",,,,,,
Salem,1,1,"1,201",523,"1,782",,,,,,
Salem,1,2,642,75,734,,,,,,
Salem,2,1,"1,113",399,"1,573",,,,,,
Salem,2,2,964,281,"1,295",,,,,,
Salem,3,1,"1,113",361,"1,524",,,,,,
Salem,3,2,"1,056",566,"1,676",,,,,,
Salem,4,1,868,445,"1,348",,,,,,
Salem,4,2,810,594,"1,439",,,,,,
Salem,5,1,881,316,"1,233",,,,,,
Salem,5,2,804,259,"1,098",,,,,,
Salem,6,1,858,412,"1,322",,,,,,
Salem,6,2,845,432,"1,323",,,,,,
Salem,7,1,869,334,"1,245",,,,,,
Salem,7,2,"1,056",604,"1,724",,,,,,
Salisbury,-,1,"1,136",937,"2,133",,,,,,
Salisbury,-,2,"1,134",886,"2,089",,,,,,
Sandisfield,-,1,274,144,448,,,,,,
Sandwich,-,1,"1,006",779,"1,867",,,,,,
Sandwich,-,2,"1,026",892,"2,009",,,,,,
Sandwich,-,3,932,913,"1,912",,,,,,
Sandwich,-,4,885,916,"1,849",,,,,,
Sandwich,-,5,822,874,"1,754",,,,,,
Sandwich,-,6,721,759,"1,518",,,,,,
Sandwich,-,7,734,809,"1,599",,,,,,
Saugus,-,1,682,584,"1,317",,,,,,
Saugus,-,2,646,534,"1,222",,,,,,
Saugus,-,3,640,615,"1,297",,,,,,
Saugus,-,4,776,746,"1,561",,,,,,
Saugus,-,5,743,752,"1,535",,,,,,
Saugus,-,6,637,564,"1,239",,,,,,
Saugus,-,7,627,735,"1,402",,,,,,
Saugus,-,8,728,586,"1,360",,,,,,
Saugus,-,9,673,644,"1,358",,,,,,
Saugus,-,10,617,554,"1,213",,,,,,
Savoy,-,1,274,111,404,,,,,,
Scituate,-,1,"1,045",910,"1,992",,,,,,
Scituate,-,2,974,986,"2,004",,,,,,
Scituate,-,3,982,761,"1,782",,,,,,
Scituate,-,4,980,915,"1,946",,,,,,
Scituate,-,5,953,785,"1,780",,,,,,
Scituate,-,6,916,764,"1,730",,,,,,
Seekonk,-,1,"1,027",800,"1,883",,,,,,
Seekonk,-,2,"1,045",839,"1,977",,,,,,
Seekonk,-,3,"1,034",734,"1,841",,,,,,
Seekonk,-,4,961,688,"1,717",,,,,,
Sharon,-,1,"1,337",622,"2,029",,,,,,
Sharon,-,2,"1,255",668,"1,984",,,,,,
Sharon,-,3,"1,369",610,"2,068",,,,,,
Sharon,-,4,"1,321",615,"2,021",,,,,,
Sharon,-,5,"1,340",664,"2,072",,,,,,
Sheffield,-,1,"1,378",452,"1,905",,,,,,
Shelburne,-,1,916,246,"1,212",,,,,,
Sherborn,-,1,"1,609","1,029","2,705",,,,,,
Shirley,-,1,"1,609","1,421","3,144",,,,,,
Shrewsbury,-,1,"1,085",898,"2,038",,,,,,
Shrewsbury,-,2,"1,077",678,"1,832",,,,,,
Shrewsbury,-,3,908,535,"1,508",,,,,,
Shrewsbury,-,4,"1,149",844,"2,057",,,,,,
Shrewsbury,-,5,"1,119",734,"1,900",,,,,,
Shrewsbury,-,6,"1,139",709,"1,910",,,,,,
Shrewsbury,-,7,"1,159","1,052","2,268",,,,,,
Shrewsbury,-,8,"1,245","1,047","2,358",,,,,,
Shrewsbury,-,9,"1,119",799,"1,958",,,,,,
Shutesbury,-,1,"1,038",154,"1,232",,,,,,
Somerset,-,1,"1,326",805,"2,232",,,,,,
Somerset,-,2,"1,316",792,"2,189",,,,,,
Somerset,-,3,"1,333",646,"2,085",,,,,,
Somerset,-,4,"1,202",639,"1,888",,,,,,
Somerset,-,5,"1,191",655,"1,909",,,,,,
Somerville,1,1,744,213,991,,,,,,
Somerville,1,2,883,269,"1,191",,,,,,
Somerville,1,3,684,213,934,,,,,,
Somerville,2,1,"1,248",163,"1,455",,,,,,
Somerville,2,2,"1,503",196,"1,762",,,,,,
Somerville,2,3,"1,553",250,"1,869",,,,,,
Somerville,3,1,"1,335",217,"1,614",,,,,,
Somerville,3,2,"1,324",268,"1,646",,,,,,
Somerville,3,3,"1,521",243,"1,832",,,,,,
Somerville,4,1,796,260,"1,087",,,,,,
Somerville,4,2,924,201,"1,165",,,,,,
Somerville,4,3,"1,016",274,"1,331",,,,,,
Somerville,5,1,"1,360",314,"1,752",,,,,,
Somerville,5,2,"1,314",272,"1,663",,,,,,
Somerville,5,3,"1,674",292,"2,035",,,,,,
Somerville,6,1,"1,822",260,"2,150",,,,,,
Somerville,6,2,"1,742",258,"2,066",,,,,,
Somerville,6,3,978,170,"1,195",,,,,,
Somerville,7,1,"1,645",318,"2,040",,,,,,
Somerville,7,2,"1,355",252,"1,663",,,,,,
Somerville,7,3,"1,244",312,"1,620",,,,,,
S. Hadley,-,A,"1,059",532,"1,635",,,,,,
S. Hadley,-,B,"1,323",729,"2,104",,,,,,
S. Hadley,-,C,"1,215",793,"2,055",,,,,,
S. Hadley,-,D,824,380,"1,234",,,,,,
S. Hadley,-,E,"1,250",765,"2,082",,,,,,
Southampton,-,1,"1,911","1,416","3,428",,,,,,
Southborough,-,1,"1,169",822,"2,052",,,,,,
Southborough,-,2,983,794,"1,828",,,,,,
Southborough,-,3,"1,049",763,"1,852",,,,,,
Southbridge,-,1,821,434,"1,308",,,,,,
Southbridge,-,2,792,362,"1,200",,,,,,
Southbridge,-,3,947,565,"1,563",,,,,,
Southbridge,-,4,"1,131",711,"1,897",,,,,,
Southbridge,-,5,775,274,"1,076",,,,,,
Southwick,-,1,806,970,"1,834",,,,,,
Southwick,-,2,637,588,"1,272",,,,,,
Southwick,-,3,824,909,"1,788",,,,,,
Spencer,-,1,724,676,"1,455",,,,,,
Spencer,-,2,597,586,"1,223",,,,,,
Spencer,-,3,718,734,"1,491",,,,,,
Spencer,-,4,760,701,"1,500",,,,,,
Springfield,1,A,643,35,696,,,,,,
Springfield,1,B,494,39,548,,,,,,
Springfield,1,C,399,39,469,,,,,,
Springfield,1,D,670,97,793,,,,,,
Springfield,1,E,392,40,441,,,,,,
Springfield,1,F,563,68,654,,,,,,
Springfield,1,G,590,69,675,,,,,,
Springfield,1,H,499,60,571,,,,,,
Springfield,2,A,613,137,763,,,,,,
Springfield,2,B,756,232,"1,017",,,,,,
Springfield,2,C,649,166,838,,,,,,
Springfield,2,D,693,235,952,,,,,,
Springfield,2,E,748,261,"1,038",,,,,,
Springfield,2,F,649,186,865,,,,,,
Springfield,2,G,721,338,"1,082",,,,,,
Springfield,2,H,670,233,930,,,,,,
Springfield,3,A,477,70,556,,,,,,
Springfield,3,B,402,56,464,,,,,,
Springfield,3,C,319,55,385,,,,,,
Springfield,3,D,448,37,490,,,,,,
Springfield,3,E,476,57,540,,,,,,
Springfield,3,F,430,126,567,,,,,,
Springfield,3,G,396,69,476,,,,,,
Springfield,3,H,491,89,596,,,,,,
Springfield,4,A,676,63,749,,,,,,
Springfield,4,B,766,33,808,,,,,,
Springfield,4,C,627,30,661,,,,,,
Springfield,4,D,618,21,647,,,,,,
Springfield,4,E,595,28,634,,,,,,
Springfield,4,F,290,17,309,,,,,,
Springfield,4,G,766,43,819,,,,,,
Springfield,4,H,725,19,753,,,,,,
Springfield,5,A,673,59,742,,,,,,
Springfield,5,B,762,142,923,,,,,,
Springfield,5,C,630,205,861,,,,,,
Springfield,5,D,606,339,977,,,,,,
Springfield,5,E,991,223,"1,236",,,,,,
Springfield,5,F,810,238,"1,075",,,,,,
Springfield,5,G,700,404,"1,133",,,,,,
Springfield,5,H,746,413,"1,197",,,,,,
Springfield,6,A,422,122,556,,,,,,
Springfield,6,B,734,275,"1,038",,,,,,
Springfield,6,C,658,260,954,,,,,,
Springfield,6,D,708,369,"1,103",,,,,,
Springfield,6,E,522,155,693,,,,,,
Springfield,6,F,568,165,749,,,,,,
Springfield,6,G,652,214,905,,,,,,
Springfield,6,H,592,342,971,,,,,,
Springfield,7,A,692,363,"1,091",,,,,,
Springfield,7,B,846,460,"1,332",,,,,,
Springfield,7,C,748,449,"1,234",,,,,,
Springfield,7,D,687,379,"1,095",,,,,,
Springfield,7,E,643,176,834,,,,,,
Springfield,7,F,717,416,"1,167",,,,,,
Springfield,7,G,719,470,"1,219",,,,,,
Springfield,7,H,425,186,621,,,,,,
Springfield,8,A,582,243,850,,,,,,
Springfield,8,B,684,188,887,,,,,,
Springfield,8,C,765,146,932,,,,,,
Springfield,8,D,499,116,633,,,,,,
Springfield,8,E,442,133,591,,,,,,
Springfield,8,F,630,236,890,,,,,,
Springfield,8,G,751,282,"1,062",,,,,,
Springfield,8,H,661,115,784,,,,,,
Sterling,-,1,"1,024","1,125","2,217",,,,,,
Sterling,-,2,"1,135","1,298","2,497",,,,,,
Stockbridge,-,1,998,214,"1,253",,,,,,
Stoneham,-,1,967,616,"1,628",,,,,,
Stoneham,-,2,981,709,"1,733",,,,,,
Stoneham,-,3,"1,038",860,"1,952",,,,,,
Stoneham,-,4,881,723,"1,646",,,,,,
Stoneham,-,5,905,840,"1,791",,,,,,
Stoneham,-,6,897,828,"1,762",,,,,,
Stoneham,-,7,956,655,"1,644",,,,,,
Stoughton,-,1,"1,067",693,"1,817",,,,,,
Stoughton,-,2,990,660,"1,711",,,,,,
Stoughton,-,3,963,722,"1,728",,,,,,
Stoughton,-,4,"1,180",978,"2,224",,,,,,
Stoughton,-,5,849,599,"1,491",,,,,,
Stoughton,-,6,"1,167",677,"1,903",,,,,,
Stoughton,-,7,"1,034",594,"1,688",,,,,,
Stoughton,-,8,665,373,"1,074",,,,,,
Stow,-,1,"2,319","1,592","4,024",,,,,,
Sturbridge,-,1,"1,342","1,017","2,430",,,,,,
Sturbridge,-,2,"1,396","1,305","2,778",,,,,,
Sudbury,-,1,"1,321",854,"2,208",,,,,,
Sudbury,-,2,"1,264",656,"1,962",,,,,,
Sudbury,-,3,"1,249",761,"2,061",,,,,,
Sudbury,-,4,"1,364",644,"2,058",,,,,,
Sudbury,-,5,"1,304",698,"2,038",,,,,,
Sunderland,-,1,"1,433",383,"1,880",,,,,,
Sutton,-,1,824,952,"1,837",,,,,,
Sutton,-,2,740,948,"1,744",,,,,,
Sutton,-,3,798,836,"1,693",,,,,,
Swampscott,-,1,946,534,"1,525",,,,,,
Swampscott,-,2,702,395,"1,136",,,,,,
Swampscott,-,3,815,409,"1,275",,,,,,
Swampscott,-,4,890,458,"1,383",,,,,,
Swampscott,-,5,813,490,"1,351",,,,,,
Swampscott,-,6,937,558,"1,521",,,,,,
Swansea,-,1,981,795,"1,833",,,,,,
Swansea,-,2,"1,002",616,"1,670",,,,,,
Swansea,-,3,898,604,"1,551",,,,,,
Swansea,-,4,979,693,"1,723",,,,,,
Swansea,-,5,"1,027",700,"1,786",,,,,,
Taunton,1,A,755,445,"1,239",,,,,,
Taunton,1,B,904,690,"1,648",,,,,,
Taunton,2,A,535,216,785,,,,,,
Taunton,2,B,704,319,"1,078",,,,,,
Taunton,3,A,818,421,"1,288",,,,,,
Taunton,3,B,"1,052",662,"1,769",,,,,,
Taunton,4,A,795,637,"1,490",,,,,,
Taunton,4,B,948,660,"1,665",,,,,,
Taunton,5,A,784,413,"1,236",,,,,,
Taunton,5,B,654,355,"1,051",,,,,,
Taunton,6,A,735,359,"1,134",,,,,,
Taunton,6,B,862,463,"1,376",,,,,,
Taunton,7,A,929,670,"1,659",,,,,,
Taunton,7,B,966,883,"1,908",,,,,,
Taunton,8,A,857,751,"1,649",,,,,,
Taunton,8,B,945,733,"1,757",,,,,,
Templeton,-,A,"1,055",943,"2,086",,,,,,
Templeton,-,B,854,758,"1,666",,,,,,
Tewksbury,-,1,993,"1,050","2,107",,,,,,
Tewksbury,-,1A,917,880,"1,853",,,,,,
Tewksbury,-,2,893,902,"1,847",,,,,,
Tewksbury,-,2A,901,888,"1,844",,,,,,
Tewksbury,-,3,"1,087","1,106","2,244",,,,,,
Tewksbury,-,3A,946,"1,072","2,064",,,,,,
Tewksbury,-,4,877,861,"1,788",,,,,,
Tewksbury,-,4A,"1,014",924,"1,999",,,,,,
Tisbury,-,1,"1,830",541,"2,440",,,,,,
Tolland,-,1,128,138,276,,,,,,
Topsfield,-,1,"1,824","1,837","3,859",,,,,,
Townsend,-,1,713,877,"1,643",,,,,,
Townsend,-,2,839,865,"1,769",,,,,,
Townsend,-,3,774,830,"1,648",,,,,,
Truro,-,1,"1,056",353,"1,446",,,,,,
Tyngsborough,-,1,718,759,"1,506",,,,,,
Tyngsborough,-,2,691,697,"1,425",,,,,,
Tyngsborough,-,3,707,714,"1,448",,,,,,
Tyngsborough,-,4,839,915,"1,782",,,,,,
Tyringham,-,1,194,79,280,,,,,,
Upton,-,1,"2,077","1,927","4,135",,,,,,
Uxbridge,-,1,799,883,"1,739",,,,,,
Uxbridge,-,2,981,854,"1,894",,,,,,
Uxbridge,-,3,859,948,"1,861",,,,,,
Uxbridge,-,4,837,847,"1,740",,,,,,
Wakefield,-,1,"1,117","1,013","2,187",,,,,,
Wakefield,-,2,941,653,"1,636",,,,,,
Wakefield,-,3,"1,040",851,"1,947",,,,,,
Wakefield,-,4,"1,237",939,"2,235",,,,,,
Wakefield,-,5,"1,133",867,"2,068",,,,,,
Wakefield,-,6,"1,158",852,"2,067",,,,,,
Wakefield,-,7,"1,117",943,"2,106",,,,,,
Wales,-,1,537,446,"1,020",,,,,,
Walpole,-,1,908,803,"1,759",,,,,,
Walpole,-,2,873,830,"1,742",,,,,,
Walpole,-,3,822,836,"1,703",,,,,,
Walpole,-,4,"1,030",944,"2,016",,,,,,
Walpole,-,5,560,638,"1,219",,,,,,
Walpole,-,6,856,802,"1,706",,,,,,
Walpole,-,7,849,922,"1,822",,,,,,
Walpole,-,8,702,937,"1,688",,,,,,
Waltham,1,1,977,674,"1,697",,,,,,
Waltham,1,2,"1,044",695,"1,782",,,,,,
Waltham,2,1,"1,011",611,"1,672",,,,,,
Waltham,2,2,"1,005",460,"1,509",,,,,,
Waltham,3,1,931,798,"1,769",,,,,,
Waltham,3,2,988,637,"1,700",,,,,,
Waltham,4,1,969,713,"1,736",,,,,,
Waltham,4,2,403,173,586,,,,,,
Waltham,5,1,888,574,"1,507",,,,,,
Waltham,5,2,767,292,"1,089",,,,,,
Waltham,6,1,822,399,"1,267",,,,,,
Waltham,6,2,931,449,"1,430",,,,,,
Waltham,7,1,"1,181",634,"1,859",,,,,,
Waltham,7,2,415,137,566,,,,,,
Waltham,8,1,779,273,"1,102",,,,,,
Waltham,8,2,950,442,"1,434",,,,,,
Waltham,9,1,564,193,787,,,,,,
Waltham,9,2,651,229,913,,,,,,
Ware,-,A,811,465,"1,326",,,,,,
Ware,-,B,750,618,"1,436",,,,,,
Ware,-,C,991,738,"1,793",,,,,,
Wareham,-,1,"1,083",719,"1,862",,,,,,
Wareham,-,2,"1,081",729,"1,867",,,,,,
Wareham,-,3,"1,050",722,"1,819",,,,,,
Wareham,-,4,"1,095",693,"1,843",,,,,,
Wareham,-,5,"1,055",886,"1,993",,,,,,
Wareham,-,6,835,649,"1,530",,,,,,
Warren,-,A,845,798,"1,715",,,,,,
Warren,-,B,339,264,628,,,,,,
Warwick,-,1,328,110,453,,,,,,
Washington,-,1,258,82,351,,,,,,
Watertown,-,1,800,327,"1,160",,,,,,
Watertown,-,2,944,287,"1,268",,,,,,
Watertown,-,3,"1,078",301,"1,416",,,,,,
Watertown,-,4,975,311,"1,325",,,,,,
Watertown,-,5,"1,205",320,"1,563",,,,,,
Watertown,-,6,"1,006",323,"1,379",,,,,,
Watertown,-,7,"1,148",455,"1,639",,,,,,
Watertown,-,8,"1,043",441,"1,526",,,,,,
Watertown,-,9,634,237,890,,,,,,
Watertown,-,10,970,490,"1,488",,,,,,
Watertown,-,11,816,397,"1,243",,,,,,
Watertown,-,12,901,360,"1,303",,,,,,
Wayland,-,1,"1,361",587,"1,997",,,,,,
Wayland,-,2,"1,399",612,"2,057",,,,,,
Wayland,-,3,"1,290",560,"1,899",,,,,,
Wayland,-,4,"1,438",717,"2,215",,,,,,
Webster,-,1,600,441,"1,091",,,,,,
Webster,-,2,506,331,871,,,,,,
Webster,-,3,679,565,"1,298",,,,,,
Webster,-,4,896,990,"1,957",,,,,,
Webster,-,5,780,648,"1,488",,,,,,
Wellesley,-,A,"1,540",724,"2,318",,,,,,
Wellesley,-,B,"1,539",796,"2,397",,,,,,
Wellesley,-,C,"1,240","1,057","2,374",,,,,,
Wellesley,-,D,"1,467",595,"2,109",,,,,,
Wellesley,-,E,"1,408",823,"2,305",,,,,,
Wellesley,-,F,"1,174",619,"1,842",,,,,,
Wellesley,-,G,902,271,"1,215",,,,,,
Wellfleet,-,1,"1,550",597,"2,213",,,,,,
Wendell,-,1,474,69,568,,,,,,
Wenham,-,1,"1,182","1,108","2,345",,,,,,
W. Boylston,-,1,987,869,"1,905",,,,,,
W. Boylston,-,2,"1,032","1,022","2,109",,,,,,
W. Bridgewater,-,1,832,"1,121","2,012",,,,,,
W. Bridgewater,-,2,869,"1,042","1,980",,,,,,
W. Brookfield,-,1,"1,010",936,"2,033",,,,,,
W. Newbury,-,1,"1,508","1,202","2,772",,,,,,
W. Springfield,-,1,477,203,727,,,,,,
W. Springfield,-,2,575,272,891,,,,,,
W. Springfield,-,3,821,579,"1,437",,,,,,
W. Springfield,-,4,944,640,"1,649",,,,,,
W. Springfield,-,5,"1,117",925,"2,100",,,,,,
W. Springfield,-,6,976,855,"1,885",,,,,,
W. Springfield,-,7,"1,043","1,122","2,223",,,,,,
W. Springfield,-,8,798,532,"1,377",,,,,,
W. Stockbridge,-,1,720,152,903,,,,,,
W. Tisbury,-,1,"1,531",299,"1,874",,,,,,
Westborough,-,1,831,487,"1,352",,,,,,
Westborough,-,2,944,595,"1,591",,,,,,
Westborough,-,3,"1,057",597,"1,700",,,,,,
Westborough,-,4,"1,252",881,"2,190",,,,,,
Westborough,-,5,"1,224",936,"2,230",,,,,,
Westfield,1,A,917,785,"1,751",,,,,,
Westfield,1,B,790,655,"1,495",,,,,,
Westfield,2,A,602,292,927,,,,,,
Westfield,2,B,751,600,"1,450",,,,,,
Westfield,3,A,533,289,854,,,,,,
Westfield,3,B,866,563,"1,489",,,,,,
Westfield,4,A,528,390,937,,,,,,
Westfield,4,B,981,913,"1,954",,,,,,
Westfield,5,A,847,811,"1,722",,,,,,
Westfield,5,B,918,999,"1,971",,,,,,
Westfield,6,A,845,798,"1,695",,,,,,
Westfield,6,B,726,667,"1,443",,,,,,
Westford,-,1,"1,069",915,"2,025",,,,,,
Westford,-,2,"1,083",864,"2,004",,,,,,
Westford,-,3,"1,143",966,"2,163",,,,,,
Westford,-,4,"1,207",883,"2,135",,,,,,
Westford,-,5,"1,249",964,"2,258",,,,,,
Westford,-,6,"1,044",909,"1,997",,,,,,
Westhampton,-,1,681,414,"1,114",,,,,,
Westminster,-,1,"1,098","1,001","2,193",,,,,,
Westminster,-,2,"1,046",991,"2,109",,,,,,
Weston,-,1,"1,134",639,"1,816",,,,,,
Weston,-,2,913,588,"1,547",,,,,,
Weston,-,3,897,599,"1,530",,,,,,
Weston,-,4,958,620,"1,610",,,,,,
Westport,-,A,"1,078",561,"1,696",,,,,,
Westport,-,B,"1,141",782,"1,986",,,,,,
Westport,-,C,926,461,"1,441",,,,,,
Westport,-,D,976,542,"1,562",,,,,,
Westport,-,E,"1,198",741,"1,985",,,,,,
Westwood,-,1,"1,193",984,"2,236",,,,,,
Westwood,-,2,"1,212",977,"2,243",,,,,,
Westwood,-,3,"1,207",965,"2,222",,,,,,
Westwood,-,4,952,"1,059","2,074",,,,,,
Weymouth,-,1,796,597,"1,427",,,,,,
Weymouth,-,2,872,695,"1,620",,,,,,
Weymouth,-,3,818,813,"1,686",,,,,,
Weymouth,-,4,797,774,"1,631",,,,,,
Weymouth,-,5,781,499,"1,321",,,,,,
Weymouth,-,6,947,777,"1,776",,,,,,
Weymouth,-,7,904,781,"1,735",,,,,,
Weymouth,-,8,834,590,"1,463",,,,,,
Weymouth,-,9,880,767,"1,700",,,,,,
Weymouth,-,10,639,488,"1,159",,,,,,
Weymouth,-,11,828,741,"1,627",,,,,,
Weymouth,-,12,861,808,"1,721",,,,,,
Weymouth,-,13,756,492,"1,283",,,,,,
Weymouth,-,14,789,576,"1,406",,,,,,
Weymouth,-,15,866,780,"1,690",,,,,,
Weymouth,-,16,869,873,"1,792",,,,,,
Weymouth,-,17,727,527,"1,300",,,,,,
Weymouth,-,18,763,780,"1,593",,,,,,
Whately,-,1,660,290,994,,,,,,
Whitman,-,1,967,890,"1,911",,,,,,
Whitman,-,2,826,887,"1,763",,,,,,
Whitman,-,3,833,893,"1,789",,,,,,
Whitman,-,4,878,861,"1,786",,,,,,
Wilbraham,-,A,"1,065",944,"2,092",,,,,,
Wilbraham,-,B,"1,034","1,011","2,119",,,,,,
Wilbraham,-,C,"1,017","1,045","2,127",,,,,,
Wilbraham,-,D,"1,114","1,062","2,246",,,,,,
Williamsburg,-,1,"1,309",331,"1,700",,,,,,
Williamstown,-,1,"1,202",352,"1,582",,,,,,
Williamstown,-,2,488,58,560,,,,,,
Williamstown,-,3,"1,267",297,"1,596",,,,,,
Wilmington,-,1,940,933,"1,925",,,,,,
Wilmington,-,2,951,995,"1,992",,,,,,
Wilmington,-,3,972,"1,038","2,068",,,,,,
Wilmington,-,4,935,"1,037","2,016",,,,,,
Wilmington,-,5,"1,076","1,011","2,144",,,,,,
Wilmington,-,6,938,909,"1,897",,,,,,
Winchendon,-,1,705,547,"1,306",,,,,,
Winchendon,-,2,847,730,"1,646",,,,,,
Winchendon,-,3,742,589,"1,371",,,,,,
Winchester,-,1,982,567,"1,577",,,,,,
Winchester,-,2,724,469,"1,234",,,,,,
Winchester,-,3,"1,171",508,"1,713",,,,,,
Winchester,-,4,"1,034",662,"1,733",,,,,,
Winchester,-,5,850,732,"1,618",,,,,,
Winchester,-,6,816,754,"1,603",,,,,,
Winchester,-,7,949,648,"1,630",,,,,,
Winchester,-,8,855,506,"1,400",,,,,,
Windsor,-,1,398,142,557,,,,,,
Winthrop,-,1,838,649,"1,533",,,,,,
Winthrop,-,2,884,704,"1,634",,,,,,
Winthrop,-,3,873,532,"1,450",,,,,,
Winthrop,-,4,913,551,"1,509",,,,,,
Winthrop,-,5,896,654,"1,594",,,,,,
Winthrop,-,6,880,494,"1,432",,,,,,
Woburn,1,1,683,528,"1,241",,,,,,
Woburn,1,2,818,590,"1,445",,,,,,
Woburn,2,1,783,555,"1,380",,,,,,
Woburn,2,2,542,340,913,,,,,,
Woburn,3,1,714,618,"1,371",,,,,,
Woburn,3,2,827,679,"1,547",,,,,,
Woburn,4,1,804,777,"1,630",,,,,,
Woburn,4,2,639,498,"1,177",,,,,,
Woburn,5,1,887,623,"1,533",,,,,,
Woburn,5,2,750,668,"1,463",,,,,,
Woburn,6,1,616,451,"1,105",,,,,,
Woburn,6,2,685,624,"1,341",,,,,,
Woburn,7,1,760,767,"1,565",,,,,,
Woburn,7,2,729,748,"1,518",,,,,,
Worcester,1,1,"1,269",666,"1,999",,,,,,
Worcester,1,2,"1,254",779,"2,089",,,,,,
Worcester,1,3,745,524,"1,300",,,,,,
Worcester,1,4,"1,186",536,"1,768",,,,,,
Worcester,1,5,"1,100",675,"1,838",,,,,,
Worcester,2,1,"1,055",542,"1,638",,,,,,
Worcester,2,2,"1,028",564,"1,652",,,,,,
Worcester,2,3,970,568,"1,590",,,,,,
Worcester,2,4,"1,080",326,"1,444",,,,,,
Worcester,2,5,685,95,797,,,,,,
Worcester,3,1,996,493,"1,540",,,,,,
Worcester,3,2,444,149,614,,,,,,
Worcester,3,3,717,311,"1,068",,,,,,
Worcester,3,4,589,137,749,,,,,,
Worcester,3,5,"1,027",451,"1,520",,,,,,
Worcester,4,1,584,172,786,,,,,,
Worcester,4,2,750,350,"1,148",,,,,,
Worcester,4,3,656,106,796,,,,,,
Worcester,4,4,750,402,"1,190",,,,,,
Worcester,4,5,885,455,"1,390",,,,,,
Worcester,5,1,698,265,"1,002",,,,,,
Worcester,5,2,865,464,"1,378",,,,,,
Worcester,5,3,997,678,"1,735",,,,,,
Worcester,5,4,976,618,"1,652",,,,,,
Worcester,5,5,970,535,"1,554",,,,,,
Worcester,6,1,540,148,705,,,,,,
Worcester,6,2,633,266,926,,,,,,
Worcester,6,3,694,265,996,,,,,,
Worcester,6,4,331,165,513,,,,,,
Worcester,6,5,868,438,"1,354",,,,,,
Worcester,7,1,"1,041",457,"1,555",,,,,,
Worcester,7,2,725,300,"1,060",,,,,,
Worcester,7,3,955,434,"1,426",,,,,,
Worcester,7,4,864,490,"1,400",,,,,,
Worcester,7,5,952,536,"1,539",,,,,,
Worcester,8,1,548,177,766,,,,,,
Worcester,8,2,570,141,727,,,,,,
Worcester,8,3,525,86,632,,,,,,
Worcester,8,4,722,214,971,,,,,,
Worcester,8,5,565,251,840,,,,,,
Worcester,9,1,978,437,"1,456",,,,,,
Worcester,9,2,"1,060",404,"1,514",,,,,,
Worcester,9,3,"1,104",496,"1,649",,,,,,
Worcester,9,4,"1,139",603,"1,793",,,,,,
Worcester,9,5,"1,240",645,"1,932",,,,,,
Worcester,10,1,625,205,882,,,,,,
Worcester,10,2,586,141,752,,,,,,
Worcester,10,3,691,146,860,,,,,,
Worcester,10,4,466,73,558,,,,,,
Worcester,10,5,654,95,765,,,,,,
Worthington,-,1,510,222,758,,,,,,
Wrentham,-,1,909,945,"1,928",,,,,,
Wrentham,-,2,"1,137","1,333","2,529",,,,,,
Wrentham,-,3,865,795,"1,714",,,,,,
Yarmouth,-,1,"1,187",906,"2,159",,,,,,
Yarmouth,-,2,"1,147","1,068","2,279",,,,,,
Yarmouth,-,3,842,676,"1,557",,,,,,
Yarmouth,-,4,"1,078",851,"1,998",,,,,,
Yarmouth,-,5,988,816,"1,858",,,,,,
Yarmouth,-,6,949,717,"1,717",,,,,,
Yarmouth,-,7,"1,356","1,153","2,571",,,,,,
TOTALS,,,"1,904,097","1,108,854","3,102,995",,,,,,