City/Town,Ward,Pct,Edward J. Markey,Gabriel E. Gomez,Total Votes Cast,,
Norwood,-,7,269,325,597,,
Norwood,-,8,367,320,696,,
Norwood,-,9,299,418,720,,
Oak Bluffs,-,1,726,395,"1,127",,
Oakham,-,1,152,336,490,,
Orange,-,1,228,337,569,,
Orange,-,2,264,344,614,,
Orleans,-,1,"1,219","1,095","2,319",,
Otis,-,1,157,121,280,,
Oxford,-,1,188,389,582,,
Oxford,-,2,188,338,527,,
Oxford,-,3,201,343,548,,
Oxford,-,4,163,338,502,,
Palmer,-,1,218,304,529,,
Palmer,-,1A,38,27,65,,
Palmer,-,2,223,397,628,,
Palmer,-,3,226,243,472,,
Palmer,-,4,222,272,499,,
Paxton,-,1,404,730,"1,142",,
Peabody,1,1,266,300,573,,
Peabody,1,2,304,365,676,,
Peabody,1,3,259,262,527,,
Peabody,2,1,173,89,265,,
Peabody,2,2,142,110,254,,
Peabody,2,3,206,251,464,,
Peabody,3,1,143,75,222,,
Peabody,3,2,220,159,383,,
Peabody,3,3,223,247,479,,
Peabody,4,1,229,260,494,,
Peabody,4,2,208,220,432,,
Peabody,4,3,198,163,361,,
Peabody,4,3A,583,395,985,,
Peabody,5,1,270,373,646,,
Peabody,5,2,234,223,460,,
Peabody,5,3,253,280,536,,
Peabody,6,1,264,365,631,,
Peabody,6,2,253,337,593,,
Peabody,6,3,275,375,654,,
Pelham,-,1,427,56,484,,
Pembroke,-,1,270,456,728,,
Pembroke,-,2,235,384,621,,
Pembroke,-,3,221,382,610,,
Pembroke,-,4,215,434,655,,
Pembroke,-,5,222,437,659,,
Pepperell,-,1,227,440,671,,
Pepperell,-,2,350,513,867,,
Pepperell,-,3,288,450,743,,
Peru,-,1,84,54,139,,
Petersham,-,1,193,194,393,,
Phillipston,-,1,107,196,304,,
Pittsfield,1,A,222,83,312,,
Pittsfield,1,B,295,118,415,,
Pittsfield,2,A,119,29,151,,
Pittsfield,2,B,297,90,389,,
Pittsfield,3,A,411,133,547,,
Pittsfield,3,B,417,134,551,,
Pittsfield,4,A,440,178,621,,
Pittsfield,4,B,516,254,772,,
Pittsfield,5,A,353,109,463,,
Pittsfield,5,B,286,109,396,,
Pittsfield,6,A,377,108,488,,
Pittsfield,6,B,213,90,306,,
Pittsfield,7,A,169,59,231,,
Pittsfield,7,B,299,107,408,,
Plainfield,-,1,165,48,214,,
Plainville,-,1,203,301,508,,
Plainville,-,2,164,266,435,,
Plainville,-,3,145,318,469,,
Plymouth,-,1,223,250,474,,
Plymouth,-,2,335,376,715,,
Plymouth,-,3,291,273,569,,
Plymouth,-,4,318,345,669,,
Plymouth,-,5,299,503,806,,
Plymouth,-,6,301,412,722,,
Plymouth,-,7,239,334,578,,
Plymouth,-,8,291,488,784,,
Plymouth,-,9,169,286,461,,
Plymouth,-,10,216,244,461,,
Plymouth,-,11,342,529,877,,
Plymouth,-,12,211,423,638,,
Plymouth,-,13,311,407,720,,
Plymouth,-,14,222,435,658,,
Plymouth,-,15,723,927,"1,661",,
Plympton,-,1,266,420,697,,
Princeton,-,1,466,661,"1,133",,
Provincetown,-,1,957,111,"1,068",,
Quincy,1,1,241,252,498,,
Quincy,1,2,199,131,333,,
Quincy,1,3,282,254,541,,
Quincy,1,4,321,395,723,,
Quincy,1,5,364,409,785,,
Quincy,2,1,247,225,477,,
Quincy,2,2,310,234,550,,
Quincy,2,3,138,84,223,,
Quincy,2,3A,72,56,130,,
Quincy,2,4,189,170,362,,
Quincy,2,5,285,222,513,,
Quincy,3,1,283,270,560,,
Quincy,3,2,314,236,554,,
Quincy,3,3,188,147,340,,
Quincy,3,4,280,350,634,,
Quincy,3,5,179,149,333,,
Quincy,4,1,188,225,415,,
Quincy,4,2,279,279,561,,
Quincy,4,3,246,331,585,,
Quincy,4,4,180,137,320,,
Quincy,4,5,235,178,421,,
Quincy,5,1,237,139,390,,
Quincy,5,2,310,191,507,,
Quincy,5,3,338,244,592,,
Quincy,5,4,244,255,502,,
Quincy,5,5,310,268,587,,
Quincy,6,1,235,195,431,,
Quincy,6,2,166,127,295,,
Quincy,6,3,369,313,687,,
Quincy,6,4,248,191,444,,
Quincy,6,5,420,540,976,,
Randolph,-,1,291,104,403,,
Randolph,-,2,297,106,405,,
Randolph,-,3,260,139,402,,
Randolph,-,4,287,160,448,,
Randolph,-,5,268,118,387,,
Randolph,-,6,251,105,358,,
Randolph,-,7,296,115,413,,
Randolph,-,8,427,107,538,,
Randolph,-,9,311,100,414,,
Randolph,-,10,284,138,427,,
Randolph,-,11,287,157,445,,
Randolph,-,12,289,174,471,,
Raynham,-,1,144,276,423,,
Raynham,-,1A,29,42,72,,
Raynham,-,2,169,283,453,,
Raynham,-,2A,21,67,88,,
Raynham,-,3,187,283,473,,
Raynham,-,4,166,271,439,,
Reading,-,1,410,466,878,,
Reading,-,2,295,328,628,,
Reading,-,3,298,335,636,,
Reading,-,4,332,321,658,,
Reading,-,5,335,268,609,,
Reading,-,6,248,269,518,,
Reading,-,7,375,358,737,,
Reading,-,8,313,344,659,,
Rehoboth,-,1,163,333,497,,
Rehoboth,-,2,235,367,605,,
Rehoboth,-,3,198,303,504,,
Revere,1,1,199,140,344,,
Revere,1,2,196,114,312,,
Revere,1,3,228,131,360,,
Revere,2,1,131,71,206,,
Revere,2,2,161,59,222,,
Revere,2,3,77,22,99,,
Revere,2,3A,25,19,44,,
Revere,3,1,171,133,306,,
Revere,3,2,152,95,247,,
Revere,3,3,198,118,318,,
Revere,4,1,218,138,362,,
Revere,4,2,188,122,313,,
Revere,4,3,240,150,393,,
Revere,5,1,203,187,397,,
Revere,5,1A,226,129,358,,
Revere,5,2,107,82,191,,
Revere,5,2A,65,36,103,,
Revere,5,3,186,139,328,,
Revere,6,1,234,173,409,,
Revere,6,2,202,196,402,,
Revere,6,3,161,68,233,,
Richmond,-,1,319,95,415,,
Rochester,-,1,372,777,"1,152",,
Rockland,-,1,197,245,448,,
Rockland,-,2,276,305,590,,
Rockland,-,3,156,199,358,,
Rockland,-,4,176,202,385,,
Rockland,-,5,206,335,543,,
Rockland,-,6,164,319,485,,
Rockport,-,1,355,232,594,,
Rockport,-,2,403,283,693,,
Rockport,-,3,492,402,900,,
Rowe,-,1,56,38,95,,
Rowley,-,1,507,825,"1,346",,
Royalston,-,1,89,74,164,,
Royalston,-,2,56,53,112,,
Russell,-,1,73,205,281,,
Rutland,-,1,209,379,594,,
Rutland,-,2,186,409,601,,
Rutland,-,3,212,361,580,,
Salem,1,1,450,256,711,,
Salem,1,2,126,19,145,,
Salem,2,1,417,172,594,,
Salem,2,2,483,185,672,,
Salem,3,1,230,125,357,,
Salem,3,2,253,159,414,,
Salem,4,1,219,199,420,,
Salem,4,2,251,213,466,,
Salem,5,1,356,218,578,,
Salem,5,2,260,107,371,,
Salem,6,1,298,226,531,,
Salem,6,2,244,181,427,,
Salem,7,1,217,143,360,,
Salem,7,2,286,197,487,,
Salisbury,-,1,231,262,495,,
Salisbury,-,2,246,300,554,,
Salisbury,-,3,170,254,425,,
Sandisfield,-,1,99,41,142,,
Sandwich,-,1,529,618,"1,153",,
Sandwich,-,2,413,600,"1,014",,
Sandwich,-,3,306,473,782,,
Sandwich,-,4,260,447,708,,
Sandwich,-,5,221,454,678,,
Sandwich,-,6,193,470,666,,
Saugus,-,1,241,240,483,,
Saugus,-,2,242,254,496,,
Saugus,-,3,209,250,460,,
Saugus,-,4,161,253,416,,
Saugus,-,5,212,319,537,,
Saugus,-,6,209,234,446,,
Saugus,-,7,222,310,536,,
Saugus,-,8,228,231,465,,
Saugus,-,9,209,329,542,,
Saugus,-,10,230,210,443,,
Savoy,-,1,57,35,92,,
Scituate,-,1,342,523,872,,
Scituate,-,2,319,508,832,,
Scituate,-,3,353,432,789,,
Scituate,-,4,370,566,942,,
Scituate,-,5,371,454,834,,
Scituate,-,6,327,415,748,,
Seekonk,-,1,162,232,395,,
Seekonk,-,2,225,279,506,,
Seekonk,-,3,193,215,410,,
Seekonk,-,4,167,188,358,,
Sharon,-,1,650,253,905,,
Sharon,-,2,455,233,689,,
Sharon,-,3,543,306,851,,
Sharon,-,4,540,237,779,,
Sharon,-,5,395,256,654,,
Sheffield,-,1,466,184,653,,
Shelburne,-,1,394,137,534,,
Sherborn,-,1,694,651,"1,348",,
Shirley,-,1,545,749,"1,313",,
Shrewsbury,-,1,383,519,906,,
Shrewsbury,-,2,293,308,606,,
Shrewsbury,-,3,220,257,479,,
Shrewsbury,-,4,263,336,599,,
Shrewsbury,-,5,290,393,686,,
Shrewsbury,-,6,393,456,854,,
Shrewsbury,-,7,328,581,911,,
Shrewsbury,-,8,383,562,945,,
Shrewsbury,-,9,235,285,523,,
Shrewsbury,-,10,319,355,680,,
Shutesbury,-,1,569,94,667,,
Somerset,-,1,303,263,568,,
Somerset,-,2,359,359,721,,
Somerset,-,3,344,288,639,,
Somerset,-,4,266,203,473,,
Somerset,-,5,268,236,505,,
Somerville,1,1,337,71,412,,
Somerville,1,2,355,131,492,,
Somerville,1,3,290,82,379,,
Somerville,2,1,513,38,553,,
Somerville,2,2,650,83,737,,
Somerville,2,3,611,108,728,,
Somerville,3,1,614,79,703,,
Somerville,3,2,605,116,727,,
Somerville,3,3,663,144,811,,
Somerville,4,1,326,113,443,,
Somerville,4,2,381,73,458,,
Somerville,4,3,426,125,557,,
Somerville,5,1,598,140,745,,
Somerville,5,2,647,125,781,,
Somerville,5,3,729,127,864,,
Somerville,6,1,778,120,905,,
Somerville,6,2,810,134,957,,
Somerville,6,3,446,83,532,,
Somerville,7,1,713,131,854,,
Somerville,7,2,583,93,684,,
Somerville,7,3,539,165,711,,
S. Hadley,-,A,358,257,616,,
S. Hadley,-,B,427,361,792,,
S. Hadley,-,C,358,410,773,,
S. Hadley,-,D,315,215,532,,
S. Hadley,-,E,379,379,760,,
Southampton,-,1,613,808,"1,437",,
Southborough,-,1,395,468,864,,
Southborough,-,2,334,380,720,,
Southborough,-,3,341,397,738,,
Southbridge,-,1,274,336,619,,
Southbridge,-,2,202,204,412,,
Southbridge,-,3,274,305,585,,
Southbridge,-,4,373,440,821,,
Southbridge,-,5,167,140,313,,
Southwick,-,1,172,538,711,,
Southwick,-,2,153,341,498,,
Southwick,-,3,177,389,570,,
Spencer,-,1,157,307,467,,
Spencer,-,2,137,238,380,,
Spencer,-,3,164,340,509,,
Spencer,-,4,175,316,493,,
Springfield,1,A,162,11,174,,
Springfield,1,B,205,25,231,,
Springfield,1,C,97,19,116,,
Springfield,1,D,145,30,177,,
Springfield,1,E,218,25,247,,
Springfield,1,F,157,23,181,,
Springfield,1,G,139,39,180,,
Springfield,1,H,152,22,177,,
Springfield,2,A,101,33,134,,
Springfield,2,B,241,111,355,,
Springfield,2,C,122,45,167,,
Springfield,2,D,163,85,249,,
Springfield,2,E,145,131,280,,
Springfield,2,F,149,83,235,,
Springfield,2,G,190,144,338,,
Springfield,2,H,164,105,270,,
Springfield,3,A,126,30,156,,
Springfield,3,B,114,21,137,,
Springfield,3,C,88,21,114,,
Springfield,3,D,116,15,131,,
Springfield,3,E,91,14,107,,
Springfield,3,F,113,37,151,,
Springfield,3,G,58,11,69,,
Springfield,3,H,92,41,135,,
Springfield,4,A,234,29,263,,
Springfield,4,B,219,16,235,,
Springfield,4,C,119,7,126,,
Springfield,4,D,125,13,139,,
Springfield,4,E,118,12,130,,
Springfield,4,F,70,5,75,,
Springfield,4,G,242,23,266,,
Springfield,4,H,170,12,183,,
Springfield,5,A,192,30,222,,
Springfield,5,B,173,63,237,,
Springfield,5,C,138,76,216,,
Springfield,5,D,242,200,445,,
Springfield,5,E,221,78,300,,
Springfield,5,F,250,113,363,,
Springfield,5,G,227,219,449,,
Springfield,5,H,212,147,362,,
Springfield,6,A,137,62,203,,
Springfield,6,B,237,155,394,,
Springfield,6,C,150,131,283,,
Springfield,6,D,233,187,421,,
Springfield,6,E,124,48,176,,
Springfield,6,F,131,49,182,,
Springfield,6,G,162,101,263,,
Springfield,6,H,161,148,315,,
Springfield,7,A,195,179,378,,
Springfield,7,B,292,260,558,,
Springfield,7,C,257,235,494,,
Springfield,7,D,195,196,394,,
Springfield,7,E,125,89,217,,
Springfield,7,F,285,235,522,,
Springfield,7,G,217,224,448,,
Springfield,7,H,132,109,241,,
Springfield,8,A,149,115,265,,
Springfield,8,B,150,93,244,,
Springfield,8,C,190,55,245,,
Springfield,8,D,67,52,121,,
Springfield,8,E,99,45,147,,
Springfield,8,F,118,84,202,,
Springfield,8,G,150,138,289,,
Springfield,8,H,144,40,184,,
Sterling,-,1,347,669,"1,026",,
Sterling,-,2,299,648,953,,
Stockbridge,-,1,422,107,537,,
Stoneham,-,1,386,295,688,,
Stoneham,-,2,425,358,787,,
Stoneham,-,3,446,402,854,,
Stoneham,-,4,353,389,748,,
Stoneham,-,5,350,402,761,,
Stoneham,-,6,354,375,738,,
Stoneham,-,7,351,336,692,,
Stoughton,-,1,332,324,662,,
Stoughton,-,2,329,301,634,,
Stoughton,-,3,287,286,578,,
Stoughton,-,4,310,449,762,,
Stoughton,-,5,263,231,495,,
Stoughton,-,6,481,376,861,,
Stoughton,-,7,275,247,527,,
Stoughton,-,8,238,179,419,,
Stow,-,1,500,479,984,,
Stow,-,2,532,400,942,,
Sturbridge,-,1,264,364,630,,
Sturbridge,-,2,222,425,649,,
Sturbridge,-,3,247,385,633,,
Sudbury,-,1,468,389,866,,
Sudbury,-,1A,143,148,294,,
Sudbury,-,2,669,395,"1,075",,
Sudbury,-,3,614,515,"1,144",,
Sudbury,-,4,681,424,"1,114",,
Sudbury,-,5,612,439,"1,059",,
Sunderland,-,1,488,203,695,,
Sutton,-,1,193,542,736,,
Sutton,-,2,183,461,646,,
Sutton,-,3,195,417,615,,
Swampscott,-,1,312,207,523,,
Swampscott,-,2,328,218,547,,
Swampscott,-,3,286,185,476,,
Swampscott,-,4,411,272,685,,
Swampscott,-,5,314,232,548,,
Swampscott,-,6,349,264,615,,
Swansea,-,1,165,203,369,,
Swansea,-,2,184,150,335,,
Swansea,-,3,171,175,347,,
Swansea,-,4,125,191,317,,
Swansea,-,5,155,202,358,,
Taunton,1,A,185,145,331,,
Taunton,1,B,233,275,511,,
Taunton,2,A,152,73,227,,
Taunton,2,B,182,131,315,,
Taunton,3,A,261,188,451,,
Taunton,3,B,225,264,490,,
Taunton,4,A,177,289,466,,
Taunton,4,B,194,215,412,,
Taunton,5,A,168,151,322,,
Taunton,5,B,198,122,321,,
Taunton,6,A,157,97,256,,
Taunton,6,B,223,163,392,,
Taunton,7,A,294,290,587,,
Taunton,7,B,203,291,494,,
Taunton,8,A,211,308,520,,
Taunton,8,B,272,353,635,,
Templeton,-,A,265,461,734,,
Templeton,-,B,236,403,651,,
Templeton,-,C,233,341,581,,
Tewksbury,-,1,273,412,688,,
Tewksbury,-,1A,262,445,717,,
Tewksbury,-,2,262,354,620,,
Tewksbury,-,2A,216,316,537,,
Tewksbury,-,3,275,479,760,,
Tewksbury,-,3A,264,438,705,,
Tewksbury,-,4,284,428,720,,
Tewksbury,-,4A,285,417,708,,
Tisbury,-,1,660,271,934,,
Tolland,-,1,32,89,122,,
Topsfield,-,1,708,"1,067","1,789",,
Townsend,-,1,190,419,612,,
Townsend,-,2,209,358,568,,
Townsend,-,3,194,385,579,,
Truro,-,1,492,202,698,,
Tyngsborough,-,1,194,343,539,,
Tyngsborough,-,2,182,323,506,,
Tyngsborough,-,3,208,349,559,,
Tyngsborough,-,4,168,367,540,,
Tyringham,-,1,91,33,124,,
Upton,-,1,331,443,779,,
Upton,-,2,278,458,745,,
Uxbridge,-,1,197,411,611,,
Uxbridge,-,2,235,347,586,,
Uxbridge,-,3,149,371,521,,
Uxbridge,-,4,192,341,537,,
Wakefield,-,1,381,490,876,,
Wakefield,-,2,271,310,585,,
Wakefield,-,3,332,378,715,,
Wakefield,-,4,392,433,828,,
Wakefield,-,5,433,429,863,,
Wakefield,-,6,461,390,862,,
Wakefield,-,7,378,463,848,,
Wales,-,1,217,271,499,,
Walpole,-,1,225,325,551,,
Walpole,-,2,294,397,699,,
Walpole,-,3,300,407,711,,
Walpole,-,4,266,332,601,,
Walpole,-,5,184,335,525,,
Walpole,-,6,250,412,670,,
Walpole,-,7,255,460,718,,
Walpole,-,8,264,472,744,,
Waltham,1,1,367,325,698,,
Waltham,1,2,455,370,829,,
Waltham,2,1,395,295,693,,
Waltham,2,2,235,121,361,,
Waltham,3,1,395,372,768,,
Waltham,3,2,388,299,689,,
Waltham,4,1,381,345,728,,
Waltham,4,2,89,61,150,,
Waltham,5,1,379,261,644,,
Waltham,5,2,274,122,398,,
Waltham,6,1,360,187,551,,
Waltham,6,2,246,144,392,,
Waltham,7,1,373,277,655,,
Waltham,7,2,146,61,208,,
Waltham,8,1,313,98,412,,
Waltham,8,2,323,179,505,,
Waltham,9,1,211,112,326,,
Waltham,9,2,237,101,343,,
Ware,-,A,208,192,403,,
Ware,-,B,121,246,368,,
Ware,-,C,208,333,543,,
Wareham,-,1,305,323,631,,
Wareham,-,2,355,348,712,,
Wareham,-,3,319,391,713,,
Wareham,-,4,269,336,609,,
Wareham,-,5,263,381,645,,
Wareham,-,6,176,282,462,,
Warren,-,A,208,385,597,,
Warren,-,B,108,102,212,,
Warwick,-,1,131,70,203,,
Washington,-,1,90,50,142,,
Watertown,-,1,338,147,486,,
Watertown,-,2,388,110,504,,
Watertown,-,3,493,141,638,,
Watertown,-,4,636,166,807,,
Watertown,-,5,446,115,565,,
Watertown,-,6,352,134,488,,
Watertown,-,7,505,233,741,,
Watertown,-,8,435,172,611,,
Watertown,-,9,274,130,407,,
Watertown,-,10,395,259,657,,
Watertown,-,11,343,164,507,,
Watertown,-,12,367,136,506,,
Wayland,-,1,620,327,948,,
Wayland,-,2,616,297,918,,
Wayland,-,3,508,269,779,,
Wayland,-,4,569,410,982,,
Webster,-,1,147,202,356,,
Webster,-,2,122,134,264,,
Webster,-,3,155,228,386,,
Webster,-,4,211,500,713,,
Webster,-,5,202,293,499,,
Wellesley,-,A,558,411,971,,
Wellesley,-,B,682,384,"1,068",,
Wellesley,-,C,439,632,"1,076",,
Wellesley,-,D,697,397,"1,097",,
Wellesley,-,E,521,412,938,,
Wellesley,-,F,385,304,694,,
Wellesley,-,G,378,158,537,,
Wellesley,-,H,504,453,962,,
Wellfleet,-,1,763,349,"1,118",,
Wendell,-,1,235,56,295,,
Wenham,-,1,409,545,959,,
W. Boylston,-,1,332,541,876,,
W. Boylston,-,2,324,596,924,,
W. Bridgewater,-,1,223,456,685,,
W. Bridgewater,-,2,211,405,618,,
W. Brookfield,-,1,320,459,780,,
W. Newbury,-,1,550,634,"1,193",,
W. Springfield,-,1,90,59,152,,
W. Springfield,-,2,110,116,229,,
W. Springfield,-,3,182,249,433,,
W. Springfield,-,4,218,290,514,,
W. Springfield,-,5,304,522,828,,
W. Springfield,-,6,278,494,775,,
W. Springfield,-,7,247,526,776,,
W. Springfield,-,8,138,194,344,,
W. Stockbridge,-,1,326,83,410,,
W. Tisbury,-,1,649,189,841,,
Westborough,-,1,323,254,580,,
Westborough,-,2,268,250,523,,
Westborough,-,3,416,349,770,,
Westborough,-,4,441,519,962,,
Westborough,-,5,431,498,932,,
Westfield,1,A,210,380,592,,
Westfield,1,B,195,301,500,,
Westfield,2,A,131,90,222,,
Westfield,2,B,192,219,415,,
Westfield,3,A,95,112,210,,
Westfield,3,B,236,332,571,,
Westfield,4,A,92,151,245,,
Westfield,4,B,262,494,764,,
Westfield,5,A,249,458,708,,
Westfield,5,B,235,486,723,,
Westfield,6,A,165,388,554,,
Westfield,6,B,151,280,434,,
Westford,-,1,346,501,852,,
Westford,-,2,338,472,813,,
Westford,-,3,366,484,853,,
Westford,-,4,401,433,843,,
Westford,-,5,380,437,821,,
Westford,-,6,264,362,629,,
Westhampton,-,1,250,208,464,,
Westminster,-,1,234,447,683,,
Westminster,-,2,284,584,872,,
Weston,-,1,460,389,852,,
Weston,-,2,414,359,778,,
Weston,-,3,314,306,621,,
Weston,-,4,361,377,741,,
Westport,-,A,192,214,408,,
Westport,-,B,313,354,670,,
Westport,-,C,198,163,366,,
Westport,-,D,177,195,374,,
Westport,-,E,319,312,635,,
Westwood,-,1,493,552,"1,052",,
Westwood,-,2,478,621,"1,103",,
Westwood,-,3,512,525,"1,040",,
Westwood,-,4,311,512,829,,
Weymouth,-,1,283,308,593,,
Weymouth,-,2,317,390,712,,
Weymouth,-,3,294,351,657,,
Weymouth,-,4,254,334,595,,
Weymouth,-,5,250,227,488,,
Weymouth,-,6,295,364,661,,
Weymouth,-,7,209,273,494,,
Weymouth,-,8,261,273,538,,
Weymouth,-,9,295,364,661,,
Weymouth,-,10,194,216,414,,
Weymouth,-,11,238,294,537,,
Weymouth,-,12,260,320,583,,
Weymouth,-,13,195,196,393,,
Weymouth,-,14,197,209,406,,
Weymouth,-,15,239,347,592,,
Weymouth,-,16,278,408,695,,
Weymouth,-,17,210,212,427,,
Weymouth,-,18,254,418,680,,
Whately,-,1,231,145,381,,
Whitman,-,1,318,460,801,,
Whitman,-,2,238,380,626,,
Whitman,-,3,300,432,746,,
Whitman,-,4,275,444,729,,
Wilbraham,-,A,310,498,815,,
Wilbraham,-,B,264,469,735,,
Wilbraham,-,C,245,488,741,,
Wilbraham,-,D,310,631,947,,
Williamsburg,-,1,603,199,805,,
Williamstown,-,1,562,141,703,,
Williamstown,-,2,210,27,237,,
Williamstown,-,3,529,114,645,,
Wilmington,-,1,281,416,699,,
Wilmington,-,2,249,447,701,,
Wilmington,-,3,253,407,665,,
Wilmington,-,4,293,530,829,,
Wilmington,-,5,352,444,800,,
Wilmington,-,6,287,424,716,,
Winchendon,-,1,124,196,327,,
Winchendon,-,1A,38,53,91,,
Winchendon,-,2,168,215,387,,
Winchendon,-,3,168,253,424,,
Winchester,-,1,482,322,807,,
Winchester,-,2,363,274,640,,
Winchester,-,3,608,342,964,,
Winchester,-,4,483,410,900,,
Winchester,-,5,373,433,808,,
Winchester,-,6,365,418,787,,
Winchester,-,7,441,460,904,,
Winchester,-,8,323,273,601,,
Windsor,-,1,130,65,196,,
Winthrop,-,1,332,299,633,,
Winthrop,-,2,265,248,516,,
Winthrop,-,3,272,202,474,,
Winthrop,-,4,374,231,605,,
Winthrop,-,5,344,299,647,,
Winthrop,-,6,283,183,472,,
Woburn,1,1,267,206,476,,
Woburn,1,2,291,255,556,,
Woburn,2,1,297,246,549,,
Woburn,2,2,188,141,335,,
Woburn,3,1,204,314,524,,
Woburn,3,2,278,415,697,,
Woburn,4,1,285,328,619,,
Woburn,4,2,225,256,488,,
Woburn,5,1,227,226,459,,
Woburn,5,2,282,328,617,,
Woburn,6,1,131,140,272,,
Woburn,6,2,208,299,515,,
Woburn,7,1,334,388,728,,
Woburn,7,2,277,379,661,,
Worcester,1,1,423,380,809,,
Worcester,1,2,452,431,885,,
Worcester,1,3,268,295,565,,
Worcester,1,4,596,381,983,,
Worcester,1,5,297,287,589,,
Worcester,2,1,348,352,706,,
Worcester,2,2,330,340,679,,
Worcester,2,3,322,328,654,,
Worcester,2,4,343,130,474,,
Worcester,2,5,173,49,226,,
Worcester,3,1,258,179,438,,
Worcester,3,2,85,33,119,,
Worcester,3,3,193,145,339,,
Worcester,3,4,166,43,209,,
Worcester,3,5,283,156,447,,
Worcester,4,1,167,72,241,,
Worcester,4,2,175,110,286,,
Worcester,4,3,161,37,200,,
Worcester,4,4,176,153,332,,
Worcester,4,5,295,211,510,,
Worcester,5,1,175,96,271,,
Worcester,5,2,251,198,452,,
Worcester,5,3,299,320,622,,
Worcester,5,4,295,274,572,,
Worcester,5,5,286,247,535,,
Worcester,6,1,112,36,150,,
Worcester,6,2,161,82,249,,
Worcester,6,3,158,110,272,,
Worcester,6,4,110,93,204,,
Worcester,6,5,213,171,386,,
Worcester,7,1,364,221,587,,
Worcester,7,2,190,123,313,,
Worcester,7,3,326,184,511,,
Worcester,7,4,241,186,429,,
Worcester,7,5,264,215,482,,
Worcester,8,1,127,56,186,,
Worcester,8,2,81,38,122,,
Worcester,8,3,104,17,123,,
Worcester,8,4,246,86,339,,
Worcester,8,5,138,93,236,,
Worcester,9,1,308,202,516,,
Worcester,9,2,497,266,769,,
Worcester,9,3,267,231,500,,
Worcester,9,4,376,363,743,,
Worcester,9,5,445,375,822,,
Worcester,10,1,204,77,283,,
Worcester,10,2,177,57,239,,
Worcester,10,3,233,29,264,,
Worcester,10,4,128,25,153,,
Worcester,10,5,121,18,139,,
Worthington,-,1,212,133,347,,
Wrentham,-,1,226,470,700,,
Wrentham,-,2,220,474,696,,
Wrentham,-,3,253,424,681,,
Yarmouth,-,1,522,563,"1,086",,
Yarmouth,-,2,439,591,"1,030",,
Yarmouth,-,3,284,338,624,,
Yarmouth,-,4,357,475,836,,
Yarmouth,-,5,271,342,615,,
Yarmouth,-,6,358,401,762,,
Yarmouth,-,7,551,759,"1,316",,
TOTALS,,,"645,429","525,307","1,179,781",,